OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe,gene_symbol.x,analysis_relax_relaxed,analysis_cafe_contracted,gene_symbol.y,condition,gene_symbol
OG0009399,NA,NA,NA,NA,CDC20,relaxed,NA,NA,NA,CDC20
OG0009400,NA,NA,NA,NA,MTF2,relaxed,NA,NA,NA,MTF2
OG0009402,NA,NA,NA,NA,WDR33,relaxed,NA,NA,NA,WDR33
OG0009403,NA,NA,NA,NA,MIB1,relaxed,NA,NA,NA,MIB1
OG0009404,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CCDC94
OG0009405,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SIRT6
OG0009408,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CACTIN
OG0009409,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MTERF4
OG0009410,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ALG3
OG0009414,NA,NA,NA,NA,CDYL,relaxed,NA,NA,NA,CDYL
OG0009415,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GLTSCR2
OG0009418,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PPP5C
OG0009420,NA,NA,paml_selected,NA,SMC4,relaxed,NA,NA,NA,SMC4
OG0009422,NA,NA,NA,NA,MMS22L,relaxed,NA,NA,NA,MMS22L
OG0009424,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DNAJC1
OG0009427,NA,NA,NA,NA,WDR41,relaxed,NA,NA,NA,WDR41
OG0009429,NA,NA,NA,NA,PHYHD1,relaxed,NA,NA,NA,PHYHD1
OG0009434,NA,NA,paml_selected,NA,CAST,relaxed,NA,NA,NA,CAST
OG0009435,NA,NA,NA,NA,DNAI1,relaxed,NA,NA,NA,DNAI1
OG0009436,NA,NA,NA,NA,PCSK1,relaxed,NA,NA,NA,PCSK1
OG0009438,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ZBTB7C
OG0009440,NA,NA,NA,NA,DNAJC21,relaxed,NA,NA,NA,DNAJC21
OG0009444,absrel,intensified,paml_selected,NA,NA,NA,NA,ABHD11,eyeloss,ABHD11
OG0009445,NA,NA,NA,NA,SUPT6H,relaxed,NA,NA,NA,SUPT6H
OG0009449,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KLF4
OG0009451,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TMEM38B
OG0009452,NA,NA,NA,NA,WDR34,relaxed,NA,NA,NA,WDR34
OG0009453,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CREBRF
OG0009458,NA,NA,NA,NA,NEDD9,relaxed,NA,NA,NA,NEDD9
OG0009459,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RAD50
OG0009461,NA,NA,paml_selected,NA,BOP1,relaxed,NA,NA,NA,BOP1
OG0009462,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TAZ
OG0009463,NA,NA,NA,NA,COL9A3,relaxed,NA,NA,NA,COL9A3
OG0009464,NA,NA,NA,NA,MTFR2,relaxed,NA,NA,NA,MTFR2
OG0009467,NA,intensified,NA,NA,NA,NA,NA,NA,NA,AURKAIP1
OG0009469,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TMEM201
OG0009470,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PLEKHM2
OG0009471,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,TTLL10
OG0009472,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PLEKHN1
OG0009476,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TTC34
OG0009477,NA,NA,NA,NA,EBP,relaxed,NA,NA,NA,EBP
OG0009480,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SAC3D1
OG0009483,NA,NA,paml_selected,NA,ZNF512B,relaxed,NA,NA,NA,ZNF512B
OG0009484,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TFR2
OG0009486,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TTI1
OG0009488,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RABGGTA
OG0009491,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CPSF3L
OG0009493,NA,NA,paml_selected,NA,KLHL21,relaxed,NA,NA,NA,KLHL21
OG0009498,NA,NA,paml_selected,NA,CS,relaxed,NA,NA,NA,CS
OG0009503,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RNF219
OG0009504,NA,NA,NA,NA,SYS1,relaxed,NA,NA,NA,SYS1
OG0009506,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CDH22
OG0009509,absrel,NA,paml_selected,NA,NA,NA,NA,NA,NA,RAD18
OG0009514,NA,NA,paml_selected,NA,TBC1D23,relaxed,NA,NA,NA,TBC1D23
OG0009516,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LRRC7
OG0009518,NA,NA,NA,NA,KANK4,relaxed,NA,NA,NA,KANK4
OG0009523,NA,NA,NA,NA,GEN1,relaxed,NA,NA,NA,GEN1
OG0009524,NA,NA,NA,NA,MRPS18A,relaxed,NA,NA,NA,MRPS18A
OG0009527,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EPS8
OG0009529,NA,NA,NA,NA,RPAP3,relaxed,NA,NA,NA,RPAP3
OG0009531,NA,NA,NA,NA,SCYL2,relaxed,NA,NA,NA,SCYL2
OG0009532,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ITIH2
OG0009533,NA,NA,NA,NA,PHF21B,relaxed,NA,NA,NA,PHF21B
OG0009534,NA,NA,NA,NA,TERF2,relaxed,NA,NA,NA,TERF2
OG0009536,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,METTL25
OG0009537,NA,NA,NA,NA,ANKRD16,relaxed,NA,NA,NA,ANKRD16
OG0009540,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ING3
OG0009541,NA,NA,NA,NA,SVOPL,relaxed,NA,NA,NA,SVOPL
OG0009543,NA,NA,NA,NA,HCFC2,relaxed,NA,NA,NA,HCFC2
OG0009545,NA,NA,NA,NA,SMO,relaxed,NA,SMO,eyeloss,SMO
OG0009546,NA,NA,paml_selected,NA,OPTN,relaxed,NA,NA,NA,OPTN
OG0009548,NA,NA,NA,NA,PAH,relaxed,NA,NA,NA,PAH
OG0009549,NA,NA,NA,NA,PSMC2,relaxed,NA,NA,NA,PSMC2
OG0009550,NA,NA,NA,NA,PRDM4,relaxed,NA,PRDM4,eyeloss,PRDM4
OG0009552,NA,NA,NA,NA,ACSS3,relaxed,NA,NA,NA,ACSS3
OG0009553,NA,NA,NA,NA,SLC19A1,relaxed,NA,NA,NA,SLC19A1
OG0009554,NA,intensified,NA,NA,NA,NA,NA,NA,NA,AAMP
OG0009558,NA,NA,NA,NA,KIAA0430,relaxed,NA,NA,NA,KIAA0430
OG0009561,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IQCB1
OG0009562,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC14
OG0009564,NA,NA,NA,NA,SUCLA2,relaxed,NA,NA,NA,SUCLA2
OG0009567,NA,NA,NA,NA,SDHA,relaxed,NA,NA,NA,SDHA
OG0009568,NA,NA,paml_selected,NA,HAX1,relaxed,NA,NA,NA,HAX1
OG0009570,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ZBTB22
OG0009572,NA,NA,paml_selected,NA,COL9A2,relaxed,NA,NA,NA,COL9A2
OG0009574,NA,NA,paml_selected,NA,SRFBP1,relaxed,NA,NA,NA,SRFBP1
OG0009575,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PRRT1
OG0009576,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ACN9
OG0009579,NA,NA,NA,NA,POLR3H,relaxed,NA,NA,NA,POLR3H
OG0009580,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TXN2
OG0009582,NA,NA,NA,NA,ELAC2,relaxed,NA,NA,NA,ELAC2
OG0009584,NA,NA,paml_selected,NA,PICK1,relaxed,NA,NA,NA,PICK1
OG0009586,NA,intensified,NA,NA,NA,NA,NA,NA,NA,NOL12
OG0009589,NA,NA,NA,NA,MED21,relaxed,NA,NA,NA,MED21
OG0009590,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,FBXO7
OG0009592,NA,NA,NA,NA,HDAC10,relaxed,NA,NA,NA,HDAC10
OG0009593,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CFAP69
OG0009594,NA,intensified,NA,NA,NA,NA,NA,NA,NA,EFCAB4A
OG0009596,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MARS2
OG0009597,NA,intensified,NA,NA,NA,NA,NA,NA,NA,EXOSC3
OG0009598,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ADAD1
OG0009604,NA,NA,NA,NA,FANCI,relaxed,NA,NA,NA,FANCI
OG0009608,NA,intensified,NA,NA,NA,NA,NA,NA,NA,COMMD4
OG0009609,NA,NA,NA,NA,NEIL1,relaxed,NA,NA,NA,NEIL1
OG0009612,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CEP152
OG0009613,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,POT1
OG0009617,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC77
OG0009618,NA,NA,NA,NA,CHID1,relaxed,NA,NA,NA,CHID1
OG0009619,NA,NA,NA,NA,MOV10L1,relaxed,NA,NA,NA,MOV10L1
OG0009620,NA,NA,NA,NA,PUS7,relaxed,NA,NA,NA,PUS7
OG0009625,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RNF139
OG0009626,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TNIP1
OG0009627,NA,NA,NA,NA,DCTN4,relaxed,NA,NA,NA,DCTN4
OG0009632,NA,NA,NA,NA,PHAX,relaxed,NA,NA,NA,PHAX
OG0009633,NA,NA,NA,NA,SMPD1,relaxed,NA,NA,NA,SMPD1
OG0009636,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CREBZF
OG0009638,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C11orf63
OG0009643,NA,NA,paml_selected,NA,FEZ1,relaxed,NA,NA,NA,FEZ1
OG0009646,NA,NA,NA,NA,MAP3K7CL,relaxed,NA,NA,NA,MAP3K7CL
OG0009652,NA,NA,NA,NA,NAA25,relaxed,NA,NA,NA,NAA25
OG0009653,NA,NA,NA,NA,C2CD2,relaxed,NA,NA,NA,C2CD2
OG0009654,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RABGEF1
OG0009656,NA,NA,paml_selected,NA,AP4M1,relaxed,NA,NA,NA,AP4M1
OG0009657,NA,NA,NA,NA,ACER3,relaxed,NA,NA,NA,ACER3
OG0009658,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,WDR70
OG0009659,NA,NA,NA,NA,MRPL48,relaxed,NA,NA,NA,MRPL48
OG0009662,NA,NA,NA,NA,DDX56,relaxed,NA,NA,NA,DDX56
OG0009665,NA,intensified,NA,NA,NA,NA,NA,NA,NA,SAYSD1
OG0009666,NA,NA,NA,NA,MGAT2,relaxed,NA,NA,NA,MGAT2
OG0009667,NA,NA,NA,NA,DTL,relaxed,NA,NA,NA,DTL
OG0009668,NA,NA,NA,NA,TCTE1,relaxed,NA,NA,NA,TCTE1
OG0009674,NA,NA,NA,NA,CDC37L1,relaxed,NA,NA,NA,CDC37L1
OG0009675,NA,intensified,NA,NA,NA,NA,NA,NA,NA,UGCG
OG0009676,NA,NA,NA,NA,PPWD1,relaxed,NA,NA,NA,PPWD1
OG0009677,NA,NA,NA,NA,SMC5,relaxed,NA,NA,NA,SMC5
OG0009678,NA,NA,NA,NA,COPB1,relaxed,NA,NA,NA,COPB1
OG0009679,NA,NA,paml_selected,NA,CENPT,relaxed,NA,NA,NA,CENPT
OG0009682,NA,NA,NA,NA,SENP8,relaxed,NA,NA,NA,SENP8
OG0009685,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LRRC28
OG0009686,NA,NA,NA,NA,SNRPA1,relaxed,NA,NA,NA,SNRPA1
OG0009688,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ASB7
OG0009691,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AQP12B
OG0009693,NA,NA,paml_selected,NA,LONP1,relaxed,NA,NA,NA,LONP1
OG0009694,NA,NA,NA,NA,TMEM221,relaxed,NA,NA,NA,TMEM221
OG0009697,NA,NA,NA,NA,TTLL7,relaxed,NA,NA,NA,TTLL7
OG0009700,NA,intensified,NA,NA,NA,NA,NA,NA,NA,BABAM1
OG0009704,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ANKRD24
OG0009705,NA,NA,NA,NA,ELP4,relaxed,NA,NA,NA,ELP4
OG0009707,NA,NA,NA,NA,OSER1,relaxed,NA,NA,NA,OSER1
OG0009712,NA,NA,paml_selected,NA,LUZP1,relaxed,NA,NA,NA,LUZP1
OG0009715,NA,NA,NA,NA,KHK,relaxed,NA,NA,NA,KHK
OG0009716,NA,NA,paml_selected,NA,FAM149B1,relaxed,NA,NA,NA,FAM149B1
OG0009717,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DNAAF2
OG0009718,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EIF2AK4
OG0009719,NA,NA,NA,NA,BUB1B,relaxed,NA,NA,NA,BUB1B
OG0009720,NA,NA,NA,NA,FAM175B,relaxed,NA,NA,NA,FAM175B
OG0009722,NA,NA,NA,NA,NUBPL,relaxed,NA,NA,NA,NUBPL
OG0009724,NA,NA,paml_selected,NA,TPP1,relaxed,NA,NA,NA,TPP1
OG0009725,NA,NA,NA,NA,SH3YL1,relaxed,NA,NA,NA,SH3YL1
OG0009727,NA,NA,NA,NA,EXOC5,relaxed,NA,NA,NA,EXOC5
OG0009733,NA,NA,paml_selected,NA,KRTCAP3,relaxed,NA,NA,NA,KRTCAP3
OG0009734,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,AHI1
OG0009738,NA,NA,NA,NA,AREL1,relaxed,NA,NA,NA,AREL1
OG0009740,NA,NA,paml_selected,NA,TSSC1,relaxed,NA,NA,NA,TSSC1
OG0009742,NA,NA,NA,NA,KIAA1841,relaxed,NA,NA,NA,KIAA1841
OG0009743,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,KIAA1598
OG0009745,NA,NA,NA,NA,QRSL1,relaxed,NA,NA,NA,QRSL1
OG0009746,NA,NA,NA,NA,TTC27,relaxed,NA,NA,NA,TTC27
OG0009747,NA,NA,NA,NA,BIRC6,relaxed,NA,NA,NA,BIRC6
OG0009748,NA,NA,NA,NA,YIPF4,relaxed,NA,NA,NA,YIPF4
OG0009749,NA,NA,paml_selected,NA,NPHP1,relaxed,NA,NA,NA,NPHP1
OG0009756,NA,NA,paml_selected,NA,NA,NA,NA,ZBTB4,eyeloss,ZBTB4
OG0009759,NA,NA,NA,NA,FBXL15,relaxed,NA,NA,NA,FBXL15
OG0009761,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SYDE1
OG0009762,NA,NA,paml_selected,NA,NPLOC4,relaxed,NA,NA,NA,NPLOC4
OG0009763,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CRIPT
OG0009764,NA,NA,paml_selected,NA,PIGF,relaxed,NA,NA,NA,PIGF
OG0009766,NA,NA,NA,NA,ZNF438,relaxed,NA,NA,NA,ZNF438
OG0009767,NA,intensified,NA,NA,NA,NA,NA,NA,NA,C17orf70
OG0009769,NA,NA,NA,NA,PGS1,relaxed,NA,NA,NA,PGS1
OG0009770,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,GALK1
OG0009772,NA,NA,NA,NA,ZDHHC6,relaxed,NA,NA,NA,ZDHHC6
OG0009775,NA,NA,paml_selected,NA,SNF8,relaxed,NA,NA,NA,SNF8
OG0009776,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,STX4
OG0009782,NA,NA,NA,NA,PMS2,relaxed,NA,NA,NA,PMS2
OG0009783,NA,NA,NA,NA,WDR45B,relaxed,NA,NA,NA,WDR45B
OG0009785,NA,NA,paml_selected,NA,TFAM,relaxed,NA,NA,NA,TFAM
OG0009787,NA,NA,paml_selected,NA,A1CF,relaxed,NA,NA,NA,A1CF
OG0009794,NA,NA,NA,NA,ERGIC1,relaxed,NA,NA,NA,ERGIC1
OG0009795,NA,NA,NA,NA,GLOD5,relaxed,NA,NA,NA,GLOD5
OG0009797,NA,intensified,NA,NA,NA,NA,NA,NA,NA,ATOH8
OG0009798,NA,NA,NA,NA,IMMT,relaxed,NA,NA,NA,IMMT
OG0009808,NA,NA,NA,NA,SCN2B,relaxed,NA,NA,NA,SCN2B
OG0009810,NA,NA,NA,NA,SARS2,relaxed,NA,NA,NA,SARS2
OG0009811,NA,NA,NA,NA,NEK8,relaxed,NA,NA,NA,NEK8
OG0009812,NA,NA,paml_selected,NA,TXNDC17,relaxed,NA,NA,NA,TXNDC17
OG0009813,NA,NA,NA,NA,TUBD1,relaxed,NA,NA,NA,TUBD1
OG0009817,NA,NA,NA,NA,TTC12,relaxed,NA,NA,NA,TTC12
OG0009820,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,WDR81
OG0009824,NA,NA,NA,NA,EIF4H,relaxed,NA,NA,NA,EIF4H
OG0009825,NA,NA,NA,NA,COG6,relaxed,NA,NA,NA,COG6
OG0009828,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,NPHS1
OG0009830,absrel,NA,NA,NA,NA,NA,NA,NA,NA,ZNF414
OG0009833,NA,NA,paml_selected,NA,BARD1,relaxed,NA,NA,NA,BARD1
OG0009836,NA,NA,NA,NA,HSPBAP1,relaxed,NA,NA,NA,HSPBAP1
OG0009837,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MYO16
OG0009838,NA,NA,NA,NA,GPR89B,relaxed,NA,NA,NA,GPR89B
OG0009839,NA,NA,NA,NA,PIGA,relaxed,NA,NA,NA,PIGA
OG0009841,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,VGLL3
OG0009843,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,EVX2
OG0009844,NA,intensified,NA,NA,NA,NA,NA,NA,NA,HAT1
OG0009845,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CIR1
OG0009846,NA,NA,NA,NA,PRKRA,relaxed,NA,NA,NA,PRKRA
OG0009848,NA,NA,NA,NA,TANK,relaxed,NA,NA,NA,TANK
OG0009849,NA,NA,paml_selected,NA,TBR1,relaxed,NA,NA,NA,TBR1
OG0009850,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IFIH1
OG0009851,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CCDC108
OG0009852,NA,NA,NA,NA,LMLN,relaxed,NA,NA,NA,LMLN
OG0009853,NA,NA,NA,NA,YBEY,relaxed,NA,NA,NA,YBEY
OG0009855,NA,NA,NA,NA,C2orf49,relaxed,NA,NA,NA,C2orf49
OG0009856,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TRIM45
OG0009859,NA,NA,paml_selected,NA,DOPEY2,relaxed,NA,NA,NA,DOPEY2
OG0009860,NA,NA,NA,NA,TMTC4,relaxed,NA,NA,NA,TMTC4
OG0009861,absrel,NA,paml_selected,NA,NA,NA,NA,NA,NA,RFTN2
OG0009866,NA,NA,NA,NA,NAGLU,relaxed,NA,NA,NA,NAGLU
OG0009870,NA,NA,NA,NA,C7orf50,relaxed,NA,NA,NA,C7orf50
OG0009871,absrel,NA,paml_selected,NA,NA,NA,NA,NA,NA,DECR2
OG0009874,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TMEM241
OG0009875,NA,NA,paml_selected,NA,PLEKHA4,relaxed,NA,NA,NA,PLEKHA4
OG0009876,NA,NA,NA,NA,ITFG3,relaxed,NA,NA,NA,ITFG3
OG0009877,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PDSS1
OG0009880,NA,NA,NA,NA,TTK,relaxed,NA,NA,NA,TTK
OG0009886,NA,NA,NA,NA,SH3D21,relaxed,NA,NA,NA,SH3D21
OG0009889,NA,NA,NA,NA,TAPBPL,relaxed,NA,NA,NA,TAPBPL
OG0009890,NA,intensified,NA,NA,NA,NA,NA,NA,NA,FAM198A
OG0009891,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,PLEKHA8
OG0009893,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,DCST2
OG0009894,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FLAD1
OG0009899,NA,NA,NA,NA,EIF2B5,relaxed,NA,NA,NA,EIF2B5
OG0009900,NA,NA,NA,NA,SNAP47,relaxed,NA,NA,NA,SNAP47
OG0009902,NA,NA,NA,NA,NCAPG2,relaxed,NA,NA,NA,NCAPG2
OG0009904,NA,NA,NA,NA,EXOSC4,relaxed,NA,NA,NA,EXOSC4
OG0009909,NA,NA,NA,NA,PIK3C3,relaxed,NA,NA,NA,PIK3C3
OG0009917,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ARAP2
OG0009918,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ADAD2
OG0009919,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SH3TC1
OG0009920,NA,NA,paml_selected,NA,ACOX3,relaxed,NA,NA,NA,ACOX3
OG0009922,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,TNFSF12
OG0009925,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FOCAD
OG0009934,NA,NA,NA,NA,ATP6V1H,relaxed,NA,NA,NA,ATP6V1H
OG0009935,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,LRRCC1
OG0009936,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,MALRD1
OG0009937,NA,NA,NA,NA,BFSP2,relaxed,NA,NA,NA,BFSP2
OG0009940,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,RFWD2
OG0009941,NA,NA,paml_selected,NA,EIF2B3,relaxed,NA,NA,NA,EIF2B3
OG0009943,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,L2HGDH
OG0009944,NA,NA,NA,NA,SLC38A6,relaxed,NA,NA,NA,SLC38A6
OG0009946,NA,NA,NA,NA,ZFYVE26,relaxed,NA,NA,NA,ZFYVE26
OG0009950,NA,NA,NA,NA,EIF3L,relaxed,NA,NA,NA,EIF3L
OG0009952,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RNASET2
OG0009953,NA,NA,NA,NA,WDR92,relaxed,NA,NA,NA,WDR92
OG0009955,NA,NA,paml_selected,NA,MLIP,relaxed,NA,NA,NA,MLIP
OG0009956,NA,NA,NA,NA,GCLC,relaxed,NA,NA,NA,GCLC
OG0009957,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SLC29A3
OG0009958,NA,intensified,NA,NA,NA,NA,NA,NA,NA,MGME1
OG0009961,NA,NA,NA,NA,YIPF3,relaxed,NA,NA,NA,YIPF3
OG0009965,NA,NA,NA,NA,KLC1,relaxed,NA,NA,NA,KLC1
OG0009969,NA,intensified,NA,NA,NA,NA,NA,NA,NA,MARVELD1
OG0009973,NA,NA,NA,NA,SLC17A5,relaxed,NA,NA,NA,SLC17A5
OG0009974,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NIN
OG0009981,NA,NA,paml_selected,NA,VPS37C,relaxed,NA,NA,NA,VPS37C
OG0009985,NA,NA,NA,NA,MTAP,relaxed,NA,NA,NA,MTAP
OG0009986,NA,intensified,NA,NA,NA,NA,NA,NA,NA,CMTM4
OG0009987,NA,NA,NA,NA,CCNE1,relaxed,NA,NA,NA,CCNE1
OG0009989,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,IGDCC4
OG0009990,NA,intensified,NA,NA,NA,NA,NA,NA,NA,LRP3
OG0009991,NA,NA,paml_selected,NA,GPATCH1,relaxed,NA,NA,NA,GPATCH1
OG0009996,NA,NA,NA,NA,TRAF6,relaxed,NA,NA,NA,TRAF6
OG0009998,NA,NA,paml_selected,NA,ACTR6,relaxed,NA,NA,NA,ACTR6
OG0009999,NA,NA,NA,NA,SLC30A9,relaxed,NA,NA,NA,SLC30A9
OG0010000,NA,NA,NA,NA,NUDT7,relaxed,NA,NA,NA,NUDT7
OG0010002,NA,NA,NA,NA,TTC9C,relaxed,NA,NA,NA,TTC9C
OG0010004,NA,NA,paml_selected,NA,SCYL1,relaxed,NA,NA,NA,SCYL1
OG0010008,NA,NA,NA,NA,YIF1A,relaxed,NA,NA,NA,YIF1A
OG0010011,NA,NA,NA,NA,FNTA,relaxed,NA,NA,NA,FNTA
OG0010012,NA,NA,paml_selected,NA,SNX25,relaxed,NA,NA,NA,SNX25
OG0010017,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,C16orf70
OG0010018,NA,intensified,NA,NA,NA,NA,NA,NA,NA,KIAA0513
OG0010019,absrel,intensified,paml_selected,NA,NA,NA,NA,NA,NA,PANX2
OG0010020,NA,intensified,NA,NA,NA,NA,NA,NA,NA,PEX16
OG0010021,NA,NA,NA,NA,YIF1B,relaxed,NA,NA,NA,YIF1B
OG0010025,NA,intensified,NA,NA,NA,NA,NA,NA,NA,TBCB
OG0010026,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SIPA1L3
OG0010029,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,CMC2
OG0010035,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RPS6KC1
OG0010036,NA,NA,NA,NA,CLEC11A,relaxed,NA,NA,NA,CLEC11A
OG0010040,NA,NA,NA,NA,NR2E1,relaxed,NA,NA,NA,NR2E1
OG0010042,NA,NA,NA,NA,CD164,relaxed,NA,NA,NA,CD164
OG0010043,NA,intensified,NA,NA,NA,NA,NA,NA,NA,IFT172
OG0010044,NA,NA,NA,NA,BROX,relaxed,NA,NA,NA,BROX
OG0010046,NA,NA,NA,NA,HIVEP2,relaxed,NA,NA,NA,HIVEP2
OG0010047,NA,NA,NA,NA,SMIM22,relaxed,NA,NA,NA,SMIM22
OG0010050,NA,NA,paml_selected,NA,FAM193B,relaxed,NA,NA,NA,FAM193B
OG0010053,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,FBXL16
OG0010056,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SGSM3
OG0010059,NA,NA,NA,NA,FOXRED2,relaxed,NA,NA,NA,FOXRED2
OG0010060,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,RAPGEFL1
OG0010061,NA,intensified,NA,NA,NA,NA,NA,CDIPT,eyeloss,CDIPT
OG0010065,NA,NA,NA,NA,STRADA,relaxed,NA,NA,NA,STRADA
OG0010069,NA,intensified,paml_selected,NA,NA,NA,NA,NA,NA,SYT3
OG0010070,NA,NA,NA,NA,PIH1D1,relaxed,NA,NA,NA,PIH1D1
OG0010073,NA,intensified,NA,NA,NA,NA,NA,NA,NA,RAI2
OG0010074,NA,NA,NA,NA,MGAT5,relaxed,NA,NA,NA,MGAT5
OG0010076,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,ACE2
OG0010081,absrel,NA,NA,NA,XPNPEP1,relaxed,NA,NA,NA,XPNPEP1
OG0010082,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,NCF4
OG0010083,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,SLC26A11
OG0010084,NA,NA,paml_selected,NA,DSTYK,relaxed,NA,NA,NA,DSTYK
OG0010085,NA,NA,paml_selected,NA,NA,NA,NA,NA,NA,BAP1
OG0010086,NA,NA,NA,NA,CSE1L,relaxed,NA,NA,NA,CSE1L
OG0010089,NA,NA,NA,NA,MRPS16,relaxed,NA,NA,NA,MRPS16
