gene_symbol,OG,TargetSpecies_Count,Reference_Count
GADD45GIP1,OG0006779,NA,NA
GADL1,NA,1,1
GAK,OG0010742,NA,NA
GAL3ST3,OG0011261,NA,NA
GAL3ST4,OG0012305,NA,NA
GALC,OG0004795,1,1
GALE,OG0009857,NA,NA
GALK1,OG0009923,NA,NA
GALK2,OG0011496,NA,NA
GALM,OG0006081,NA,NA
GALNS,OG0009053,NA,NA
GALNT12,OG0011267,NA,NA
GALNT15,OG0011100,1,1
GALNT2,OG0006524,NA,NA
GALNT4,OG0011337,NA,NA
GALNT5,OG0008864,1,1
GALNT7,OG0006501,NA,NA
GALNT9,NA,1,1
GALT,OG0010186,NA,NA
GAMT,OG0007051,NA,NA
GAN,OG0007058,NA,NA
GANC,NA,1,1
GAPDH,NA,1,1
GAPVD1,OG0008793,NA,NA
GAR1,OG0007612,NA,NA
GARNL3,OG0006626,NA,NA
GARS,OG0010181,NA,NA
GART,OG0003771,1,1
GAS2L2,NA,1,1
GAS2L3,NA,1,1
GAS6,OG0010536,NA,NA
GAS7,OG0004019,NA,NA
GAS8,OG0006213,NA,NA
GASK1B,NA,1,1
GATA1,OG0003327,NA,NA
GATA2,OG0006313,1,1
GATA3,OG0010800,NA,NA
GATA6,NA,1,1
GATAD1,OG0010005,NA,NA
GATAD2A,OG0005991,NA,NA
GATAD2B,OG0008597,NA,NA
GATB,OG0010542,NA,NA
GATC,OG0011343,NA,NA
GATM,OG0008952,NA,NA
GBA2,OG0010322,1,1
GBE1,OG0008826,1,1
GBF1,OG0006577,1,1
GBP1,NA,1,1
GBP4,NA,1,1
GBX2,NA,1,1
GC,OG0010928,NA,NA
GCAT,OG0010038,NA,NA
GCC1,OG0009423,NA,NA
GCC2,OG0004701,NA,NA
GCDH,OG0005259,NA,NA
GCFC2,OG0009371,NA,NA
GCG,OG0004175,NA,NA
GCHFR,OG0010784,NA,NA
GCK,OG0005094,1,1
GCLC,OG0007651,NA,NA
GCLM,OG0006271,NA,NA
GCM1,OG0011792,NA,NA
GCM2,OG0010461,NA,NA
GCN1,NA,1,1
GCN1L1,OG0006492,NA,NA
GCNT1,NA,1,1
GCNT3,NA,1,1
GCNT4,OG0005966,NA,NA
GDA,OG0009364,NA,NA
GDAP2,OG0010166,NA,NA
GDE1,OG0005114,1,1
GDF10,OG0010879,NA,NA
GDF9,OG0007412,NA,NA
GDNF,OG0009772,NA,NA
GDPD2,NA,1,1
GDPD3,NA,1,1
GDPD5,NA,1,1
GDPGP1,OG0009810,NA,NA
GEMIN2,OG0006579,NA,NA
GEMIN4,OG0005601,1,1
GEMIN5,OG0005989,NA,NA
GEMIN6,OG0007690,NA,NA
GEMIN7,OG0006768,1,1
GEMIN8,OG0005308,1,1
GEN1,OG0011051,NA,NA
GET4,OG0007396,NA,NA
GFER,OG0008698,NA,NA
GFM1,OG0008891,1,1
GFM2,OG0011448,NA,NA
GFRA1,OG0007415,NA,NA
GFRA2,OG0005894,NA,NA
GFRA3,NA,1,1
GFRAL,OG0012388,1,1
GGA3,OG0004659,NA,NA
GGACT,OG0005455,NA,NA
GGCT,OG0004783,1,1
GGCX,OG0009061,NA,NA
GGNBP2,OG0010247,NA,NA
GGPS1,OG0008246,NA,NA
GGT6,OG0012394,NA,NA
GGT7,OG0007893,NA,NA
GHDC,OG0011819,1,1
GHITM,OG0008833,NA,NA
GHR,OG0003636,1,1
GHRH,OG0009701,1,1
GHRL,OG0012130,NA,NA
GID4,OG0005598,NA,NA
GID8,OG0005366,NA,NA
GIMD1,OG0012661,NA,NA
GIN1,OG0003381,NA,NA
GINM1,OG0010069,2,2
GINS1,OG0011359,NA,NA
GINS2,OG0006753,NA,NA
GINS3,OG0008788,NA,NA
GINS4,OG0010677,1,1
GIP,OG0012422,NA,NA
GIPC1,NA,1,1
GIPR,NA,1,1
GJA1,OG0006359,NA,NA
GJA4,OG0012151,NA,NA
GJA5,OG0007383,NA,NA
GJA8,OG0005774,NA,NA
GJB5,NA,1,1
GJB6,NA,1,1
GJD3,OG0012034,NA,NA
GJD4,OG0007487,NA,NA
GJE1,OG0011384,NA,NA
GK5,OG0009116,NA,NA
GKAP1,OG0010052,NA,NA
GKN1,NA,1,1
GLA,OG0004743,NA,NA
GLB1,NA,1,1
GLCE,OG0007966,NA,NA
GLDC,OG0008262,NA,NA
GLDN,OG0007216,NA,NA
GLE1,OG0010674,1,1
GLG1,OG0004425,NA,NA
GLI1,OG0010830,1,1
GLIPR1L1,NA,1,1
GLIPR2,NA,1,1
GLIS1,NA,1,1
GLIS2,OG0004958,NA,NA
GLMN,OG0010593,NA,NA
GLO1,OG0005129,NA,NA
GLOD4,OG0011576,NA,NA
GLOD5,OG0012056,NA,NA
GLP2R,OG0011467,NA,NA
GLRB,OG0004398,NA,NA
GLRX2,OG0005501,NA,NA
GLRX3,OG0010301,NA,NA
GLRX5,OG0008016,NA,NA
GLT1D1,OG0011097,NA,NA
GLT8D1,OG0012141,1,1
GLT8D2,OG0009028,NA,NA
GLTP,OG0004889,NA,NA
GLTSCR1L,OG0007258,NA,NA
GLTSCR2,OG0008224,NA,NA
GLYCTK,OG0010424,NA,NA
GLYR1,OG0007793,NA,NA
GM2A,OG0007251,NA,NA
GMDS,OG0009741,NA,NA
GMEB1,OG0006423,NA,NA
GMEB2,OG0011868,NA,NA
GMIP,OG0008731,NA,NA
GMNC,OG0009715,1,1
GMNN,OG0010095,NA,NA
GMPPA,OG0004739,NA,NA
GMPPB,OG0010078,NA,NA
GMPS,OG0006522,NA,NA
GNAZ,OG0010173,NA,NA
GNB1L,OG0011696,NA,NA
GNB2L1,OG0006756,NA,NA
GNB5,OG0005364,NA,NA
GNE,OG0007755,NA,NA
GNG13,OG0004999,NA,NA
GNL1,OG0005912,NA,NA
GNL2,OG0007577,1,1
GNL3,OG0009089,NA,NA
GNL3L,OG0007124,1,1
GNMT,OG0003691,NA,NA
GNPAT,OG0005107,1,1
GNPNAT1,OG0010449,NA,NA
GNPTAB,OG0009054,1,1
GNPTG,OG0010156,NA,NA
GNRHR,NA,1,1
GOLGA1,OG0007725,NA,NA
GOLGA2,OG0005704,NA,NA
GOLGA3,OG0008836,1,1
GOLGA4,OG0007982,1,1
GOLGA5,OG0010278,NA,NA
GOLGB1,OG0005156,1,1
GOLIM4,OG0007877,1,1
GOLM1,OG0009072,NA,NA
GOPC,OG0009232,NA,NA
GORAB,OG0007220,NA,NA
GORASP1,NA,1,1
GOSR1,OG0006292,NA,NA
GOSR2,OG0006911,NA,NA
GOT1,OG0003799,NA,NA
GOT2,OG0004352,NA,NA
GP1BA,OG0008155,1,1
GP1BB,OG0012318,NA,NA
GP5,NA,1,1
GP9,OG0005762,NA,NA
GPA33,OG0007913,NA,NA
GPAA1,OG0010204,NA,NA
GPALPP1,OG0005247,NA,NA
GPAM,OG0010664,NA,NA
GPANK1,OG0011301,1,1
GPAT3,NA,1,1
GPATCH1,OG0010547,NA,NA
GPATCH11,OG0006821,NA,NA
GPATCH2,OG0007696,1,1
GPATCH2L,OG0011444,NA,NA
GPATCH3,OG0009185,1,1
GPATCH4,OG0004757,1,1
GPATCH8,OG0005058,NA,NA
GPBAR1,OG0011458,NA,NA
GPBP1,OG0008712,NA,NA
GPBP1L1,OG0003419,NA,NA
GPC1,OG0006127,NA,NA
GPC4,NA,1,1
GPC6,NA,1,1
GPCPD1,OG0008571,NA,NA
GPD2,OG0006560,NA,NA
GPER1,OG0006983,NA,NA
GPHA2,OG0011567,NA,NA
GPHB5,OG0008131,NA,NA
GPHN,OG0004735,NA,NA
GPI,OG0005341,1,1
GPKOW,OG0005375,1,1
GPLD1,OG0012690,1,1
GPM6A,OG0004455,NA,NA
GPM6B,OG0004991,NA,NA
GPN1,OG0009981,NA,NA
GPN2,OG0011572,NA,NA
GPN3,OG0006972,NA,NA
GPNMB,OG0007157,1,1
GPR119,OG0011495,1,1
GPR126,OG0006641,NA,NA
GPR133,OG0004370,NA,NA
GPR135,OG0012049,NA,NA
GPR141,NA,1,1
GPR143,OG0006877,NA,NA
GPR146,OG0007257,NA,NA
GPR149,OG0009846,NA,NA
GPR153,OG0011281,NA,NA
GPR155,OG0004927,1,1
GPR156,OG0008602,NA,NA
GPR157,OG0010540,NA,NA
GPR160,OG0003788,1,1
GPR161,OG0009380,NA,NA
GPR162,OG0012680,NA,NA
GPR171,OG0011509,NA,NA
GPR174,NA,1,1
GPR176,OG0008565,NA,NA
GPR18,OG0009673,1,1
GPR180,OG0011311,NA,NA
GPR182,OG0005276,1,1
GPR19,OG0005843,NA,NA
GPR20,OG0011475,NA,NA
GPR33,NA,1,1
GPR37,OG0005586,NA,NA
GPR37L1,OG0005410,NA,NA
GPR45,OG0011472,NA,NA
GPR55,NA,1,1
GPR63,OG0007062,NA,NA
GPR65,OG0012674,NA,NA
GPR75,OG0011247,NA,NA
GPR75-ASB3,NA,1,1
GPR78,NA,1,2
GPR84,OG0010203,NA,NA
GPR88,OG0012262,NA,NA
GPR89B,OG0009141,NA,NA
GPR98,OG0011428,NA,NA
GPRASP2,NA,1,1
GPRC5B,OG0009471,NA,NA
GPRC5C,OG0006171,NA,NA
GPRIN1,NA,1,1
GPRIN2,OG0009245,1,1
GPRIN3,OG0008670,1,1
GPS1,OG0006607,NA,NA
GPS2,OG0004265,NA,NA
GPSM3,OG0012018,NA,NA
GRAM4,NA,1,1
GRAMD1A,OG0012106,NA,NA
GRAMD1B,OG0003978,NA,NA
GRAMD1C,OG0009437,NA,NA
GRAMD2,OG0007717,NA,NA
GRAMD3,OG0010586,NA,NA
GRAMD4,OG0006135,NA,NA
GRAP2,OG0005163,NA,NA
GRASP,OG0009482,NA,NA
GREM2,NA,1,1
GRHL1,OG0007787,NA,NA
GRHL2,OG0007521,NA,NA
GRHL3,OG0009332,NA,NA
GRID2IP,OG0004613,NA,NA
GRIK2,NA,1,1
GRIN1,OG0004300,NA,NA
GRIPAP1,OG0006549,NA,NA
GRK7,OG0006190,NA,NA
GRM3,NA,1,1
GRN,OG0004101,2,2
GRP,OG0009689,NA,NA
GRPEL1,OG0006019,NA,NA
GRPEL2,OG0011879,NA,NA
GRPR,OG0008005,NA,NA
GRSF1,OG0011480,NA,NA
GRTP1,OG0005191,NA,NA
GRWD1,OG0011226,NA,NA
GRXCR1,OG0010773,NA,NA
GRXCR2,OG0011434,NA,NA
GSAP,OG0004700,NA,NA
GSK3A,NA,1,1
GSK3B,NA,1,1
GSKIP,OG0008680,NA,NA
GSN,OG0005461,NA,NA
GSS,OG0006004,NA,NA
GSTA4,NA,1,1
GSTCD,OG0005465,NA,NA
GSTK1,NA,1,1
GSTP1,NA,1,1
GSTZ1,OG0009829,NA,NA
GTDC1,OG0008503,NA,NA
GTF2A1,OG0006013,NA,NA
GTF2A2,OG0003990,NA,NA
GTF2B,OG0007531,NA,NA
GTF2E2,OG0008477,NA,NA
GTF2F1,OG0006010,NA,NA
GTF2H1,OG0010640,NA,NA
GTF2H2,OG0004319,NA,NA
GTF2H3,OG0011571,NA,NA
GTF2H4,OG0011111,NA,NA
GTF2H5,OG0011461,NA,NA
GTF2I,OG0010482,NA,NA
GTF2IRD1,OG0004721,NA,NA
GTF3C1,OG0007292,1,1
GTF3C2,OG0007703,NA,NA
GTF3C3,OG0008710,NA,NA
GTF3C4,OG0008522,NA,NA
GTF3C5,OG0010379,NA,NA
GTF3C6,OG0006908,NA,NA
GTPBP1,OG0006326,NA,NA
GTPBP10,OG0010326,NA,NA
GTPBP2,OG0004898,NA,NA
GTPBP3,OG0010167,NA,NA
GTPBP4,OG0008859,NA,NA
GTPBP6,OG0011770,NA,NA
GTPBP8,OG0005311,NA,NA
GTSE1,OG0010618,NA,NA
GTSF1,OG0004869,NA,NA
GUCA2B,NA,1,1
GUCD1,OG0009448,NA,NA
GUCY1A2,OG0009710,NA,NA
GUCY1A3,OG0009912,NA,NA
Gucy1b2,OG0012170,NA,NA
GUCY1B3,OG0007515,NA,NA
GUCY2C,OG0003549,NA,NA
GUF1,OG0006152,NA,NA
GUK1,OG0006167,NA,NA
GULOP,NA,1,1
GULP1,OG0004421,NA,NA
GUSB,OG0005983,NA,NA
GXYLT1,OG0006634,NA,NA
GXYLT2,OG0009156,1,1
GYPC,OG0004973,NA,NA
GZF1,OG0010543,NA,NA
H1FOO,OG0009619,NA,NA
H1FX,OG0012123,NA,NA
H6PD,OG0009378,1,1
HAAO,OG0009929,NA,NA
HABP2,OG0004306,1,1
HABP4,OG0005049,NA,NA
HACE1,OG0005204,NA,NA
HACL1,OG0010338,NA,NA
HADH,OG0005771,NA,NA
HADHA,OG0004617,NA,NA
HADHB,OG0008806,1,1
HAL,OG0005274,NA,NA
HAO1,OG0010942,NA,NA
HAO2,OG0004722,NA,NA
HAPLN1,OG0006708,NA,NA
HAPLN2,OG0010960,NA,NA
HAPLN3,OG0008950,NA,NA
HAPLN4,OG0011318,1,1
HARBI1,NA,1,1
HASPIN,NA,1,1
HAT1,OG0009938,NA,NA
HAUS1,OG0008489,NA,NA
HAUS2,OG0005135,1,1
HAUS3,OG0010472,NA,NA
HAUS4,OG0011224,1,1
HAUS5,OG0004326,1,1
HAUS6,OG0006596,1,1
HAUS7,OG0007279,NA,NA
HAUS8,OG0007064,1,1
HAX1,OG0008728,NA,NA
HBEGF,OG0006552,NA,NA
HBP1,OG0004792,NA,NA
HBS1L,OG0007102,1,1
HCCS,OG0003465,NA,NA
HCFC1,NA,1,1
HCFC1R1,OG0012457,NA,NA
HCFC2,OG0009520,NA,NA
HCLS1,NA,1,1
HCRT,OG0011631,NA,NA
HDAC11,OG0009574,NA,NA
HDAC3,OG0007082,NA,NA
HDAC5,OG0005124,NA,NA
HDAC6,NA,1,1
HDAC7,OG0009290,NA,NA
HDAC8,OG0006399,1,1
HDAC9,NA,1,1
HDDC2,OG0010061,NA,NA
HDDC3,OG0006945,NA,NA
HDGFL2,OG0009839,NA,NA
HDHD1,OG0004571,NA,NA
HDHD2,OG0008870,NA,NA
HDHD3,OG0011081,1,1
HDHD5,NA,1,1
HDX,OG0007607,1,1
HEATR1,OG0008989,NA,NA
HEATR2,OG0005567,NA,NA
HEATR3,OG0010380,NA,NA
HEATR4,OG0010987,1,1
HEATR5A,NA,1,1
HEATR6,OG0006824,NA,NA
HEATR9,NA,1,1
HEBP1,OG0011043,NA,NA
HECA,OG0008391,NA,NA
HECTD1,OG0009025,NA,NA
HECTD2,OG0007564,NA,NA
HECTD3,OG0011299,NA,NA
HECTD4,NA,1,1
HEG1,OG0009581,NA,NA
HELB,OG0004677,NA,NA
HELLS,OG0006196,NA,NA
HELQ,OG0007675,NA,NA
HELT,OG0011038,NA,NA
HELZ,OG0004217,NA,NA
HEMGN,OG0009966,NA,NA
HEMK1,OG0008876,1,1
HENMT1,OG0005735,NA,NA
HEPACAM,OG0004402,NA,NA
HEPACAM2,OG0006017,NA,NA
HERC2,OG0005042,NA,NA
HERC4,NA,1,1
HERPUD1,OG0005496,NA,NA
HERPUD2,OG0007188,NA,NA
HES5,NA,1,1
HESX1,OG0009651,1,1
HEY1,NA,1,1
HGD,OG0010497,NA,NA
HGF,OG0005696,NA,NA
HGH1,OG0010130,NA,NA
HGS,OG0011437,NA,NA
HGSNAT,OG0004664,NA,NA
HHAT,OG0010275,NA,NA
HHATL,OG0005971,NA,NA
HHEX,OG0005162,NA,NA
HHIP,OG0006439,NA,NA
HHIPL1,NA,1,1
HHLA1,NA,1,1
HIBCH,OG0007236,NA,NA
HIC1,OG0007891,NA,NA
HIC2,OG0008925,NA,NA
HID1,OG0004919,NA,NA
HIF1A,OG0007646,NA,NA
HIF1AN,OG0009317,NA,NA
HIGD2A,OG0007096,NA,NA
HINFP,NA,1,1
HINT3,OG0004690,NA,NA
HIP1,NA,1,1
HIPK3,OG0006711,NA,NA
HIPK4,OG0009525,1,1
HIRA,OG0010408,1,1
HIRIP3,OG0005918,NA,NA
HIVEP1,OG0007575,1,1
HIVEP2,OG0009153,NA,NA
HIVEP3,OG0006150,1,1
HLA-DMA,NA,1,1
HLA-DQA1,NA,3,4
HLA-DRB1,NA,2,3
HLCS,OG0008759,NA,NA
HLTF,OG0008824,NA,NA
HLX,OG0008574,NA,NA
HM13,OG0006502,NA,NA
HMBS,OG0006253,NA,NA
HMCES,OG0005339,NA,NA
HMCN1,NA,1,1
HMCN2,NA,1,1
HMG20A,OG0010533,NA,NA
HMGB2,NA,1,1
HMGCR,OG0006453,NA,NA
HMGN3,OG0006192,NA,NA
HMGXB3,OG0011451,NA,NA
HMGXB4,OG0004260,NA,NA
HMHA1,OG0008960,NA,NA
HMMR,OG0005571,NA,NA
HMOX1,NA,2,2
HMX2,OG0008345,NA,NA
HN1,OG0003686,NA,NA
HN1L,OG0010849,NA,NA
HNF1A,OG0011958,1,1
HNF1B,OG0008030,NA,NA
HNMT,OG0003538,NA,NA
HNRNPC,OG0003149,NA,NA
HNRNPL,OG0003650,NA,NA
HNRNPLL,OG0006346,NA,NA
HNRNPM,OG0006144,NA,NA
HNRNPU,OG0007665,NA,NA
HNRNPUL1,OG0007945,NA,NA
HNRNPUL2,OG0009879,NA,NA
HOGA1,OG0009823,NA,NA
HOMER1,OG0007463,NA,NA
HOMER2,OG0009015,NA,NA
HOMER3,OG0008804,NA,NA
HOMEZ,OG0003599,NA,NA
HOOK1,OG0011294,NA,NA
HOPX,OG0011489,NA,NA
HORMAD1,NA,1,1
HOXA1,NA,1,1
HOXA6,OG0012168,NA,NA
HOXA9,NA,1,1
HOXB1,NA,1,1
HOXB2,NA,1,1
HOXB5,NA,1,1
HOXB6,OG0004518,NA,NA
HOXB9,OG0011525,NA,NA
HOXC10,OG0012039,NA,NA
HOXC13,OG0010757,NA,NA
HOXC5,OG0012503,NA,NA
HOXC6,OG0007038,NA,NA
HOXC9,NA,1,1
HOXD13,OG0012200,NA,NA
HOXD4,NA,1,1
HP,NA,2,2
HP1BP3,OG0006529,NA,NA
HPD,OG0003843,NA,NA
HPDL,OG0009002,NA,NA
HPGD,OG0003184,NA,NA
HPGDS,OG0012227,NA,NA
HPN,OG0009110,NA,NA
HPR,NA,1,1
HPS1,OG0009127,1,1
HPS3,OG0007499,NA,NA
HPS4,OG0011275,1,1
HPS5,OG0009493,NA,NA
HPS6,OG0010083,1,1
HPSE,OG0007496,NA,NA
HPSE2,OG0007162,NA,NA
HPX,OG0006764,1,1
HRC,OG0012109,NA,NA
HRH1,OG0006762,NA,NA
HRH2,OG0008798,1,1
HS1BP3,OG0009961,1,1
HS2ST1,OG0005488,NA,NA
HS3ST5,OG0009958,NA,NA
HS3ST6,NA,1,1
HSCB,OG0009079,NA,NA
HSD11B2,OG0005544,NA,NA
HSD17B10,OG0009672,NA,NA
HSD17B12,OG0004387,1,1
HSD17B2,OG0009652,1,1
HSD17B3,NA,1,1
HSD17B4,OG0011314,NA,NA
HSD17B7,OG0007886,NA,NA
HSD17B8,OG0010122,NA,NA
HSD3B7,OG0004185,NA,NA
HSDL1,OG0008192,NA,NA
HSDL2,OG0007070,NA,NA
HSF2,OG0005115,NA,NA
HSF2BP,OG0010762,NA,NA
HSF5,OG0008036,NA,NA
HSP90B1,OG0004896,NA,NA
HSPA12A,NA,1,1
HSPA12B,NA,1,1
HSPA13,OG0008508,NA,NA
HSPA14,OG0003827,NA,NA
HSPA5,OG0008636,NA,NA
HSPA9,OG0006310,NA,NA
HSPB1,OG0004200,NA,NA
HSPB11,OG0009956,NA,NA
HSPB2,OG0011731,NA,NA
HSPB3,OG0011628,NA,NA
HSPB7,OG0009460,NA,NA
HSPB8,OG0006885,NA,NA
HSPBAP1,OG0005155,1,1
HSPBP1,OG0006031,NA,NA
HSPD1,OG0005596,NA,NA
HSPG2,OG0003085,NA,NA
HTATIP2,OG0006879,NA,NA
HTATSF1,OG0005481,1,1
HTD2,OG0012473,NA,NA
HTR1A,OG0004519,NA,NA
HTR1E,OG0011926,NA,NA
HTR1F,OG0008007,NA,NA
HTR2B,OG0008256,NA,NA
HTR3A,OG0010039,NA,NA
HTR3B,OG0011204,1,1
HTR4,OG0003600,NA,NA
HTR6,OG0009659,NA,NA
HTRA2,OG0001137,NA,NA
HTRA3,OG0006461,NA,NA
HTT,OG0009499,3,3
HUS1,OG0004051,NA,NA
HVCN1,OG0010722,NA,NA
HYAL1,NA,1,1
HYAL3,NA,1,1
HYAL4,OG0011773,NA,NA
HYDIN,NA,1,1
HYI,OG0009705,NA,NA
HYKK,NA,1,1
HYLS1,OG0005478,NA,NA
HYOU1,OG0008860,2,2
HYPK,OG0006852,NA,NA
IAH1,OG0011116,NA,NA
IAPP,OG0011652,NA,NA
IARS,OG0007145,1,1
IARS2,OG0005438,NA,NA
IBA57,OG0011871,NA,NA
IBSP,OG0012656,NA,NA
IBTK,OG0009305,1,1
ICAM1,NA,1,1
ICE1,OG0004914,NA,NA
ICE2,OG0007925,1,1
ICK,NA,1,1
ICMT,OG0010002,NA,NA
ICT1,OG0009669,NA,NA
ID1,OG0006921,NA,NA
ID2,OG0008340,NA,NA
ID3,OG0012086,NA,NA
ID4,OG0011188,NA,NA
IDE,OG0010698,NA,NA
IDH1,OG0005491,NA,NA
IDH2,OG0005158,NA,NA
IDH3A,OG0007009,NA,NA
IDH3B,OG0011756,NA,NA
IDH3G,NA,1,1
IDNK,OG0011018,1,1
IDO2,NA,1,1
IDS,OG0010334,NA,NA
IDUA,OG0006107,NA,NA
IER2,OG0008056,NA,NA
IER3,OG0003486,NA,NA
IER5,OG0008268,NA,NA
IER5L,OG0006247,NA,NA
IFI30,OG0003996,NA,NA
IFI35,OG0008658,NA,NA
IFIH1,OG0010113,NA,NA
IFIT1B,NA,1,1
IFIT5,NA,1,1
IFNAR1,NA,1,1
IFNAR2,OG0011780,NA,NA
IFNGR1,OG0012164,1,1
IFNLR1,OG0012534,1,1
IFT122,OG0011431,1,1
IFT140,OG0004293,NA,NA
IFT172,OG0010015,1,1
IFT20,OG0007376,NA,NA
IFT22,OG0008691,NA,NA
IFT27,OG0008872,1,1
IFT43,OG0009404,NA,NA
IFT46,OG0006961,NA,NA
IFT52,OG0010309,NA,NA
IFT57,OG0008207,NA,NA
IFT74,OG0011106,1,1
IFT80,OG0009285,NA,NA
IFT81,OG0009033,1,1
IFT88,OG0009920,NA,NA
IGBP1,OG0004344,NA,NA
IGDCC4,OG0005788,NA,NA
IGF1,NA,2,2
IGF1R,NA,1,1
IGF2,OG0011070,1,1
IGF2R,NA,2,2
IGFALS,OG0010082,NA,NA
IGFBP1,OG0008017,NA,NA
IGFBP2,OG0004658,NA,NA
IGFBP4,OG0006052,NA,NA
IGFBP6,OG0007233,NA,NA
IGHMBP2,OG0008616,NA,NA
IGJ,OG0012349,NA,NA
IGSF10,NA,1,1
IGSF11,OG0008641,NA,NA
IGSF21,OG0004836,1,1
IGSF5,OG0006060,NA,NA
IGSF6,OG0010944,1,1
IGSF8,OG0006008,NA,NA
IGSF9,OG0012084,NA,NA
IGSF9B,OG0003793,NA,NA
IK,OG0008878,NA,NA
IKBIP,OG0005327,NA,NA
IKBKAP,OG0004623,NA,NA
IKBKB,NA,1,1
IKBKG,OG0009090,NA,NA
IKZF1,OG0007007,NA,NA
IKZF3,OG0012162,NA,NA
IKZF5,OG0004565,NA,NA
IL10,OG0009529,1,1
IL10RA,OG0012529,NA,NA
IL10RB,NA,1,1
IL11RA,OG0010847,NA,NA
IL12B,NA,1,1
IL12RB1,OG0012626,1,1
IL13,NA,1,1
IL13RA1,OG0007592,NA,NA
IL13RA2,OG0006926,NA,NA
IL15,OG0011295,NA,NA
IL15RA,OG0011912,NA,NA
IL17A,NA,2,2
IL17B,OG0012280,NA,NA
IL17C,NA,1,1
IL17D,OG0009794,NA,NA
IL17F,NA,1,1
IL17RA,OG0005578,1,1
IL17RB,OG0012099,NA,NA
IL17RC,OG0005231,NA,NA
IL17RD,OG0010077,NA,NA
IL17RE,OG0010088,NA,NA
IL18,OG0007728,1,1
IL18R1,NA,1,1
IL18RAP,OG0011229,NA,NA
IL1A,NA,1,1
IL1B,NA,1,1
IL1R2,OG0012147,NA,NA
IL1RAP,OG0007664,NA,NA
IL1RAPL1,NA,1,1
IL20RA,OG0009817,NA,NA
IL20RB,OG0009887,1,1
IL21R,OG0004523,NA,NA
IL22,OG0008082,NA,NA
IL22RA1,OG0012300,NA,NA
IL22RA2,OG0006370,NA,NA
IL23A,OG0011899,NA,NA
IL23R,NA,1,1
IL25,NA,1,1
IL2RB,OG0005020,NA,NA
IL2RG,OG0004074,NA,NA
IL31RA,OG0010185,1,1
IL34,OG0009785,NA,NA
IL4R,OG0004113,NA,NA
IL6,OG0006716,2,5
IL6R,OG0012002,NA,NA
IL7,OG0012256,NA,NA
IL7R,OG0010958,NA,NA
IL9,NA,1,1
ILDR1,OG0006195,1,1
ILDR2,OG0005952,NA,NA
ILF2,OG0005851,NA,NA
ILK,OG0008408,NA,NA
ILKAP,OG0011090,NA,NA
ILVBL,OG0009118,NA,NA
IMMP1L,OG0007103,NA,NA
IMMP2L,OG0005782,NA,NA
IMMT,OG0010550,2,2
IMP3,OG0009338,NA,NA
IMP4,OG0007580,NA,NA
IMPACT,OG0006287,NA,NA
IMPAD1,OG0005868,1,1
IMPG1,NA,1,1
IMPG2,OG0006536,1,1
INA,NA,1,1
inafm2,OG0009667,NA,NA
INCA1,OG0012530,NA,NA
ING3,OG0008990,NA,NA
INHA,OG0011459,NA,NA
INHBA,OG0005125,NA,NA
INHBB,OG0004027,NA,NA
INHBE,NA,1,1
INIP,OG0004030,NA,NA
INO80,OG0011457,NA,NA
INO80B,OG0006121,NA,NA
INO80C,OG0008566,NA,NA
INO80D,OG0006305,NA,NA
INO80E,OG0011094,NA,NA
INPP1,OG0006283,NA,NA
INPP4A,OG0005663,NA,NA
INPP4B,OG0009131,1,1
INPP5B,OG0007322,NA,NA
INPP5D,OG0006732,NA,NA
INPP5E,OG0011368,NA,NA
INPP5F,OG0007439,NA,NA
INPP5K,NA,1,1
INS,NA,1,1
INSC,OG0008773,NA,NA
INSR,NA,1,1
INTS1,OG0010744,1,1
INTS10,OG0009087,1,1
INTS12,OG0007282,1,1
INTS2,OG0009359,NA,NA
INTS3,OG0008812,NA,NA
INTS4,OG0011187,NA,NA
INTS5,OG0008682,NA,NA
INTS6L,NA,1,1
INTS7,OG0011211,NA,NA
INTS8,OG0011239,NA,NA
INTS9,OG0009798,NA,NA
INTU,OG0007275,NA,NA
INVS,OG0007153,1,1
IP6K1,OG0007835,1,1
IP6K2,OG0005422,NA,NA
IP6K3,NA,1,1
IPCEF1,OG0011549,NA,NA
IPMK,OG0006203,NA,NA
IPO11,OG0011109,NA,NA
IPO13,OG0007876,NA,NA
IPO4,OG0005603,NA,NA
IPO9,OG0007252,NA,NA
IPP,OG0011409,NA,NA
IPPK,OG0010759,NA,NA
IQCB1,OG0005955,NA,NA
IQCC,OG0010426,NA,NA
IQCD,OG0008271,1,1
IQCE,OG0009075,NA,NA
IQCF5,NA,1,1
IQCG,OG0011110,NA,NA
IQCH,NA,1,1
IQCK,OG0006979,NA,NA
IQCN,NA,1,1
IQGAP2,NA,1,1
IQGAP3,NA,1,1
IQSEC3,OG0003753,NA,NA
IQUB,OG0007057,NA,NA
IRAK1,OG0008297,1,1
IRAK1BP1,OG0005897,NA,NA
IRAK2,OG0012167,NA,NA
IRAK4,OG0010118,NA,NA
IREB2,NA,1,1
IRF1,OG0008607,NA,NA
IRF2,OG0003490,NA,NA
IRF2BP2,OG0005306,NA,NA
IRF3,OG0008266,NA,NA
IRF8,OG0004320,NA,NA
IRF9,NA,1,1
IRS1,OG0003489,2,2
IRS2,NA,1,1
IRS4,NA,1,1
ISCA2,OG0007004,NA,NA
ISLR2,OG0009219,NA,NA
ISPD,OG0009972,NA,NA
