OG_ID,analysis_absrel,analysis_paml,analysis_relax_intens,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contr,condition_pigmentation,condition_eyes,gene_symbol,count_NA,count_sel
OG0002253,NA,NA,NA,NA,NA,NA,NA,eyeloss,FOXO3,4,2
OG0002260,NA,NA,NA,NA,NA,NA,pigmentation,NA,RIC8B,4,2
OG0002268,NA,NA,NA,NA,NA,NA,pigmentation,NA,INPP5B,4,2
OG0002270,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC16A2,4,2
OG0002294,NA,NA,NA,NA,NA,NA,NA,eyeloss,FDX1,4,2
OG0002300,NA,NA,NA,NA,NA,NA,pigmentation,NA,MAPK3,4,2
OG0002310,NA,NA,NA,expanded,NA,NA,NA,NA,HPGD,3,3
OG0002316,NA,NA,NA,NA,NA,NA,NA,eyeloss,RERE,4,2
OG0002325,NA,NA,NA,NA,NA,NA,NA,eyeloss,LRP5,4,2
OG0002333,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADAMTS9,4,2
OG0002335,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,LMNA,4,2
OG0002337,NA,NA,NA,NA,NA,NA,pigmentation,NA,CCDC28B,4,2
OG0002402,NA,NA,NA,NA,NA,NA,pigmentation,NA,TSC1,4,2
OG0002419,NA,NA,NA,NA,NA,NA,pigmentation,NA,BACE2,4,2
OG0002434,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SLC7A11,4,2
OG0002461,NA,NA,NA,NA,NA,NA,pigmentation,NA,ECE2,4,2
OG0002479,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP53,4,2
OG0002498,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABCD1,4,2
OG0002509,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAD21,4,2
OG0002511,NA,NA,NA,NA,NA,NA,NA,eyeloss,WSB2,4,2
OG0002557,NA,NA,NA,NA,NA,NA,NA,eyeloss,KLHDC2,4,2
OG0002568,NA,NA,NA,NA,NA,NA,pigmentation,NA,SLC40A1,4,2
OG0002572,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBX15,4,2
OG0002585,NA,NA,NA,NA,NA,NA,NA,eyeloss,PAX6,4,2
OG0002592,NA,NA,NA,NA,NA,contracted,NA,NA,NA,3,3
OG0002599,NA,NA,NA,NA,NA,NA,NA,eyeloss,DNM1L,4,2
OG0002638,NA,NA,NA,NA,NA,NA,pigmentation,NA,PSEN1,4,2
OG0002665,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAB3IP,4,2
OG0002688,NA,NA,NA,NA,NA,NA,NA,eyeloss,FREM1,4,2
OG0002705,NA,NA,NA,NA,NA,NA,pigmentation,NA,ACTR3,4,2
OG0002724,NA,NA,NA,expanded,NA,NA,NA,NA,NA,3,3
OG0002732,NA,NA,NA,NA,NA,NA,NA,eyeloss,PLEKHG3,4,2
OG0002736,NA,NA,NA,NA,NA,NA,NA,eyeloss,SORBS2,4,2
OG0002745,NA,NA,NA,expanded,NA,NA,NA,NA,NA,3,3
OG0002756,NA,NA,NA,NA,NA,NA,NA,eyeloss,CAP2,4,2
OG0002761,NA,NA,NA,NA,NA,NA,pigmentation,NA,CBS,4,2
OG0002764,NA,NA,NA,NA,NA,NA,pigmentation,NA,CRH,4,2
OG0002802,NA,NA,NA,expanded,NA,NA,NA,NA,MYO9A,3,3
OG0002815,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTEN,4,2
OG0002857,NA,NA,NA,NA,NA,NA,pigmentation,NA,GGT1,4,2
OG0002889,NA,NA,NA,NA,NA,NA,NA,eyeloss,JAM2,4,2
OG0002896,NA,NA,NA,NA,NA,NA,pigmentation,NA,LIPH,4,2
OG0002898,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYRIP,4,2
OG0002905,NA,NA,NA,NA,NA,NA,pigmentation,NA,AFG3L2,4,2
OG0002907,NA,NA,NA,NA,NA,NA,NA,eyeloss,ST6GALNAC3,4,2
OG0002930,NA,NA,NA,NA,NA,NA,pigmentation,NA,DDX3X,4,2
OG0002931,NA,NA,NA,NA,NA,NA,pigmentation,NA,MLPH,4,2
OG0002959,NA,NA,NA,expanded,NA,NA,NA,NA,GRID2IP,3,3
OG0002987,NA,NA,NA,NA,NA,contracted,NA,NA,NA,3,3
OG0003000,NA,NA,NA,NA,NA,NA,pigmentation,NA,STAR,4,2
OG0003006,NA,NA,NA,NA,NA,NA,pigmentation,NA,KIT,4,2
OG0003017,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH18,4,2
OG0003023,NA,NA,NA,NA,NA,NA,NA,eyeloss,PORCN,4,2
OG0003026,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM189,4,2
OG0003087,NA,NA,NA,NA,NA,NA,pigmentation,NA,SHROOM2,4,2
OG0003095,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ZEB2,4,2
OG0003115,NA,NA,NA,NA,NA,NA,pigmentation,NA,AP1G1,4,2
OG0003124,NA,NA,NA,NA,NA,NA,pigmentation,NA,COLEC11,4,2
OG0003219,NA,NA,NA,NA,NA,NA,pigmentation,NA,SPIRE1,4,2
OG0003226,NA,NA,NA,NA,NA,NA,NA,eyeloss,HTR4,4,2
OG0003228,NA,NA,NA,NA,NA,NA,NA,eyeloss,HSF1,4,2
OG0003237,NA,NA,NA,NA,NA,NA,NA,eyeloss,NHS,4,2
OG0003249,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB11FIP4,4,2
OG0003252,NA,NA,NA,NA,NA,NA,NA,eyeloss,TUFT1,4,2
OG0003264,NA,NA,NA,NA,NA,NA,NA,eyeloss,RFX7,4,2
OG0003267,NA,NA,NA,NA,NA,NA,pigmentation,NA,ALCAM,4,2
OG0003285,NA,NA,NA,NA,NA,NA,NA,eyeloss,PCDH15,4,2
OG0003302,NA,NA,NA,NA,NA,NA,NA,eyeloss,NUTF2,4,2
OG0003306,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP43,4,2
OG0003308,NA,NA,NA,NA,NA,NA,pigmentation,NA,POC1B,4,2
OG0003325,NA,NA,NA,NA,NA,NA,pigmentation,NA,GFPT1,4,2
OG0003328,NA,NA,NA,NA,NA,NA,pigmentation,NA,YY1,4,2
OG0003330,NA,NA,NA,NA,NA,NA,pigmentation,NA,POMC,4,2
OG0003334,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,DCTN1,4,2
OG0003336,NA,NA,NA,NA,NA,NA,NA,eyeloss,LIMCH1,4,2
OG0003349,NA,NA,NA,NA,NA,NA,pigmentation,NA,MEPCE,4,2
OG0003369,NA,NA,NA,NA,NA,NA,pigmentation,NA,TBX10,4,2
OG0003385,NA,NA,NA,NA,NA,NA,pigmentation,NA,RAPH1,4,2
OG0003409,NA,NA,NA,NA,NA,NA,pigmentation,NA,STIM1,4,2
OG0003411,NA,NA,NA,NA,NA,NA,pigmentation,NA,JAM3,4,2
OG0003413,NA,NA,NA,NA,NA,NA,NA,eyeloss,UHRF1,4,2
OG0003415,NA,NA,NA,NA,NA,NA,pigmentation,NA,PAFAH1B1,4,2
OG0003434,NA,NA,NA,NA,NA,NA,pigmentation,NA,PLXNB2,4,2
OG0003452,NA,NA,NA,NA,NA,NA,pigmentation,NA,IRX1,4,2
OG0003458,NA,NA,NA,NA,NA,NA,pigmentation,NA,ANXA2,4,2
OG0003498,NA,NA,NA,NA,NA,NA,pigmentation,NA,GAS7,4,2
OG0003511,NA,NA,NA,expanded,NA,NA,NA,NA,NA,3,3
OG0003565,NA,NA,NA,NA,NA,NA,pigmentation,NA,RBPJ,4,2
OG0003596,NA,NA,NA,NA,NA,NA,pigmentation,NA,EIF3E,4,2
OG0003608,NA,NA,NA,NA,NA,NA,NA,eyeloss,GRTP1,4,2
OG0003617,NA,NA,NA,NA,NA,NA,pigmentation,NA,BCL2,4,2
OG0003621,NA,NA,NA,NA,NA,NA,NA,eyeloss,PTPN23,4,2
OG0003669,NA,NA,NA,NA,NA,NA,pigmentation,NA,BMPR2,4,2
OG0003688,NA,NA,NA,NA,NA,NA,pigmentation,NA,TJP1,4,2
OG0003694,NA,NA,NA,NA,NA,NA,pigmentation,NA,TGFBR2,4,2
OG0003703,NA,NA,NA,NA,NA,NA,pigmentation,NA,ADAM17,4,2
OG0003716,NA,NA,NA,NA,NA,NA,pigmentation,NA,SASH1,4,2
OG0003721,NA,NA,NA,NA,NA,NA,pigmentation,NA,NSF,4,2
OG0003742,NA,NA,NA,expanded,NA,NA,NA,NA,ADCY3,3,3
OG0003751,NA,NA,NA,NA,NA,NA,NA,eyeloss,CDH23,4,2
OG0003757,NA,NA,NA,NA,NA,NA,pigmentation,NA,FHL1,4,2
OG0003761,NA,NA,NA,NA,NA,contracted,NA,NA,NA,3,3
OG0003763,NA,NA,NA,NA,NA,NA,NA,eyeloss,BAIAP2L2,4,2
OG0003797,NA,NA,NA,NA,NA,NA,NA,eyeloss,BAHD1,4,2
OG0003801,NA,NA,NA,NA,NA,NA,NA,eyeloss,IPO13,4,2
OG0003803,NA,NA,NA,NA,NA,NA,NA,eyeloss,GJA1,4,2
OG0003818,NA,NA,NA,NA,NA,NA,NA,eyeloss,ZDHHC23,4,2
OG0003820,NA,NA,NA,NA,NA,NA,pigmentation,NA,YWHAE,4,2
OG0003830,NA,NA,NA,NA,NA,NA,pigmentation,NA,MREG,4,2
OG0003839,NA,NA,NA,NA,NA,NA,pigmentation,NA,FSCN1,4,2
OG0003856,NA,NA,NA,NA,NA,NA,pigmentation,NA,GJA5,4,2
OG0003869,NA,NA,NA,NA,NA,NA,NA,eyeloss,RAB18,4,2
OG0003879,NA,NA,NA,NA,NA,NA,NA,eyeloss,DIXDC1,4,2
OG0003883,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,MITF,4,2
OG0003899,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP6V1E1,4,2
OG0003906,NA,NA,NA,NA,NA,NA,pigmentation,NA,KITLG,4,2
OG0003910,NA,NA,NA,NA,NA,NA,pigmentation,NA,BPTF,4,2
OG0003931,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMEM79,4,2
OG0003940,NA,NA,NA,NA,NA,NA,pigmentation,NA,NF1,4,2
OG0003951,NA,NA,NA,NA,NA,NA,NA,eyeloss,ABCB11,4,2
OG0003976,NA,NA,NA,NA,NA,NA,pigmentation,NA,ITGA3,4,2
OG0003980,NA,NA,NA,NA,NA,NA,pigmentation,NA,MFSD12,4,2
OG0003982,NA,NA,NA,NA,NA,NA,pigmentation,NA,SH3BP4,4,2
OG0004005,NA,NA,NA,NA,NA,NA,pigmentation,NA,COL17A1,4,2
OG0004028,NA,NA,NA,NA,NA,NA,pigmentation,NA,CLEC12B,4,2
OG0004060,NA,NA,NA,NA,NA,NA,pigmentation,NA,HGF,4,2
OG0004061,NA,NA,NA,expanded,NA,NA,NA,NA,LTBP4,3,3
OG0004087,NA,NA,NA,NA,NA,NA,NA,eyeloss,ARVCF,4,2
OG0004096,NA,NA,NA,NA,NA,NA,NA,eyeloss,AHRR,4,2
OG0004098,NA,NA,NA,NA,NA,NA,pigmentation,NA,EGFR,4,2
OG0004101,NA,NA,NA,NA,NA,NA,NA,eyeloss,ITM2C,4,2
OG0004111,NA,NA,NA,expanded,NA,NA,NA,NA,RICTOR,3,3
OG0004115,NA,NA,NA,NA,NA,NA,pigmentation,NA,NR3C1,4,2
OG0004141,NA,NA,NA,NA,NA,NA,NA,eyeloss,ACKR3,4,2
OG0004174,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYO6,4,2
OG0004184,NA,NA,NA,NA,NA,NA,NA,eyeloss,AGL,4,2
OG0004290,NA,NA,NA,NA,NA,NA,NA,eyeloss,TMX3,4,2
OG0004292,NA,NA,NA,NA,NA,NA,NA,eyeloss,FOXL2,4,2
OG0004305,NA,NA,NA,NA,NA,NA,pigmentation,NA,CSF1R,4,2
OG0004324,NA,NA,NA,NA,NA,NA,pigmentation,NA,SZT2,4,2
OG0004331,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP9X,4,2
OG0004339,NA,NA,NA,NA,NA,NA,NA,eyeloss,PTPRU,4,2
OG0004373,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,MPP5,4,2
OG0004386,NA,NA,NA,NA,NA,NA,NA,eyeloss,CYP7A1,4,2
OG0004388,NA,NA,NA,NA,relaxed,NA,NA,NA,RANBP2,3,3
OG0004394,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,PARD3,4,2
OG0004403,NA,NA,NA,NA,NA,NA,NA,eyeloss,RPE65,4,2
OG0004411,NA,NA,NA,NA,NA,NA,pigmentation,NA,CXCL12,4,2
OG0004414,NA,NA,NA,NA,NA,NA,pigmentation,NA,STX3,4,2
OG0004422,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,PMEL,4,2
OG0004452,NA,NA,NA,NA,NA,NA,NA,eyeloss,TCF7L1,4,2
OG0004465,NA,NA,NA,NA,NA,NA,pigmentation,NA,TYRP1,4,2
OG0004468,NA,NA,NA,NA,NA,NA,pigmentation,NA,PCDH10,4,2
OG0004469,NA,NA,NA,NA,NA,NA,pigmentation,NA,NNT,4,2
OG0004479,NA,NA,NA,NA,NA,NA,pigmentation,NA,TRIM33,4,2
OG0004489,NA,NA,NA,NA,NA,NA,pigmentation,NA,SIK2,4,2
OG0004517,NA,NA,NA,NA,NA,NA,NA,eyeloss,PTMA,4,2
OG0004523,NA,NA,NA,NA,NA,NA,NA,eyeloss,GPSM2,4,2
OG0004558,NA,NA,NA,NA,NA,NA,NA,eyeloss,KANSL1,4,2
OG0004617,NA,NA,NA,NA,NA,NA,pigmentation,NA,BTD,4,2
OG0004620,NA,NA,NA,NA,NA,NA,pigmentation,NA,FOXQ1,4,2
OG0004664,NA,NA,NA,NA,NA,NA,pigmentation,NA,OTUD5,4,2
OG0004674,NA,NA,NA,NA,NA,NA,pigmentation,NA,EIF3H,4,2
OG0004680,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,ABCB6,4,2
OG0004690,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYC,4,2
OG0004701,NA,NA,NA,NA,NA,NA,pigmentation,NA,ALG13,4,2
OG0004753,NA,NA,NA,NA,NA,NA,NA,eyeloss,SYNJ1,4,2
OG0004765,NA,NA,NA,NA,NA,NA,NA,eyeloss,CANT1,4,2
OG0004797,NA,NA,NA,NA,NA,NA,NA,eyeloss,CDKAL1,4,2
OG0004798,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP6V0C,4,2
OG0004802,NA,NA,NA,NA,NA,NA,pigmentation,NA,RPS19,4,2
OG0004813,NA,NA,NA,NA,NA,NA,pigmentation,NA,UQCRFS1,4,2
OG0004815,NA,NA,NA,NA,NA,NA,NA,eyeloss,SALL1,4,2
OG0004820,NA,NA,NA,NA,relaxed,NA,NA,NA,SPRTN,3,3
OG0004823,NA,NA,NA,NA,NA,NA,pigmentation,NA,SOX9,4,2
OG0004863,NA,NA,NA,NA,NA,NA,pigmentation,NA,KIF13A,4,2
OG0004870,NA,NA,NA,NA,NA,NA,pigmentation,NA,PAICS,4,2
OG0004882,NA,NA,NA,NA,NA,NA,pigmentation,NA,ARCN1,4,2
OG0004902,NA,NA,NA,NA,NA,NA,NA,eyeloss,CSPP1,4,2
OG0004983,NA,NA,NA,NA,NA,NA,NA,eyeloss,HCCS,4,2
OG0004988,NA,NA,NA,NA,NA,NA,pigmentation,NA,MYCBP2,4,2
OG0005024,NA,NA,NA,NA,NA,NA,pigmentation,NA,EDN3,4,2
OG0005043,NA,NA,NA,NA,relaxed,NA,NA,NA,NR6A1,3,3
OG0005069,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,SDC2,4,2
OG0005078,NA,NA,NA,NA,NA,NA,NA,eyeloss,CENPE,4,2
OG0005081,NA,NA,NA,NA,NA,NA,pigmentation,NA,SH3PXD2A,4,2
OG0005089,NA,NA,NA,NA,NA,NA,NA,eyeloss,SHROOM4,4,2
OG0005091,NA,NA,NA,NA,NA,NA,pigmentation,NA,CPLX4,4,2
OG0005099,NA,NA,NA,NA,NA,NA,pigmentation,NA,MGRN1,4,2
OG0005105,NA,NA,NA,NA,NA,NA,NA,eyeloss,VHL,4,2
OG0005117,NA,NA,NA,NA,NA,NA,pigmentation,NA,USF2,4,2
OG0005121,NA,NA,NA,NA,NA,NA,pigmentation,NA,PCDH10,4,2
OG0005123,NA,NA,NA,NA,NA,NA,pigmentation,NA,TRPM1,4,2
OG0005177,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP7,4,2
OG0005193,NA,NA,NA,NA,NA,NA,pigmentation,NA,PMCH,4,2
OG0005253,NA,NA,NA,NA,relaxed,NA,NA,NA,DOLPP1,3,3
OG0005281,NA,NA,NA,NA,NA,NA,NA,eyeloss,NDUFS1,4,2
OG0005289,NA,NA,NA,NA,relaxed,NA,NA,NA,TDRD12,3,3
OG0005303,NA,NA,NA,NA,NA,NA,pigmentation,NA,COL6A2,4,2
OG0005305,NA,NA,NA,NA,relaxed,NA,NA,eyeloss,DOT1L,3,3
OG0005309,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,PXDN,4,2
OG0005322,NA,NA,NA,NA,NA,NA,pigmentation,NA,FANCA,4,2
OG0005332,NA,NA,NA,expanded,NA,NA,NA,NA,COL25A1,3,3
OG0005334,NA,NA,NA,NA,NA,NA,pigmentation,NA,ATP6V0D1,4,2
OG0005337,NA,NA,NA,NA,NA,NA,pigmentation,NA,NOTO,4,2
OG0005350,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,RPGR,4,2
OG0005401,NA,NA,NA,NA,NA,NA,NA,eyeloss,DSC2,4,2
OG0005402,NA,NA,NA,NA,NA,NA,NA,eyeloss,YLPM1,4,2
OG0005410,NA,NA,NA,expanded,NA,NA,NA,NA,FBXL17,3,3
OG0005412,NA,NA,NA,NA,relaxed,NA,NA,NA,NPHP4,3,3
OG0005414,NA,NA,NA,NA,relaxed,NA,NA,NA,F11R,3,3
OG0005415,NA,NA,NA,NA,NA,NA,NA,eyeloss,HMBS,4,2
OG0005416,NA,NA,NA,NA,NA,NA,NA,eyeloss,NCS1,4,2
OG0005428,NA,NA,NA,NA,NA,NA,pigmentation,NA,NRARP,4,2
OG0005432,NA,NA,NA,expanded,NA,NA,NA,NA,NUP133,3,3
OG0005451,NA,NA,NA,expanded,NA,NA,NA,NA,MED15,3,3
OG0005474,NA,NA,NA,NA,NA,NA,pigmentation,NA,AMBRA1,4,2
OG0005479,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,TYR,4,2
OG0005507,NA,NA,NA,NA,NA,NA,pigmentation,NA,RPL27A,4,2
OG0005520,NA,NA,NA,expanded,NA,NA,NA,NA,DNAH2,3,3
OG0005529,NA,NA,NA,NA,NA,NA,NA,eyeloss,CLN6,4,2
OG0005544,NA,NA,NA,NA,relaxed,NA,NA,NA,AKR7A2,3,3
OG0005546,NA,NA,NA,NA,relaxed,NA,NA,NA,RAN,3,3
OG0005583,NA,NA,NA,NA,NA,NA,NA,eyeloss,DPP9,4,2
OG0005592,NA,NA,NA,NA,relaxed,NA,NA,NA,XPO5,3,3
OG0005607,NA,NA,NA,NA,relaxed,NA,NA,NA,TTLL11,3,3
OG0005608,NA,NA,NA,NA,NA,NA,NA,eyeloss,IGBP1,4,2
OG0005618,NA,NA,NA,NA,NA,NA,pigmentation,NA,EIF3B,4,2
OG0005623,NA,NA,NA,NA,NA,NA,NA,eyeloss,CYB561A3,4,2
OG0005662,NA,NA,NA,NA,NA,NA,pigmentation,NA,HSP90B1,4,2
OG0005670,NA,NA,NA,NA,NA,NA,pigmentation,NA,BLOC1S4,4,2
OG0005673,NA,NA,NA,NA,relaxed,NA,NA,NA,DND1,3,3
OG0005679,NA,NA,NA,NA,relaxed,NA,NA,NA,DDX4,3,3
OG0005688,NA,NA,NA,NA,NA,NA,pigmentation,NA,TPCN2,4,2
OG0005707,NA,NA,NA,NA,NA,NA,pigmentation,NA,PTS,4,2
OG0005720,NA,NA,NA,NA,NA,NA,NA,eyeloss,WDR37,4,2
OG0005727,NA,NA,NA,NA,NA,NA,pigmentation,NA,COPB2,4,2
OG0005729,NA,NA,NA,expanded,NA,NA,NA,NA,WDR11,3,3
OG0005730,NA,NA,NA,NA,NA,NA,pigmentation,NA,NINL,4,2
OG0005755,NA,NA,NA,NA,NA,contracted,NA,NA,FGL1,3,3
OG0005792,NA,NA,NA,NA,relaxed,NA,NA,NA,PRRC2C,3,3
OG0005796,NA,NA,NA,NA,NA,NA,NA,eyeloss,PRIMPOL,4,2
OG0005818,NA,NA,NA,NA,NA,NA,NA,eyeloss,FRAS1,4,2
OG0005819,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,INPP5E,3,3
OG0005821,NA,NA,NA,NA,NA,NA,pigmentation,NA,GART,4,2
OG0005826,NA,NA,NA,NA,NA,NA,pigmentation,NA,TSC2,4,2
OG0005838,NA,NA,NA,NA,NA,NA,pigmentation,NA,PRDM1,4,2
OG0005848,NA,NA,NA,NA,NA,NA,NA,eyeloss,ASXL1,4,2
OG0005881,NA,NA,NA,NA,NA,NA,pigmentation,NA,SOX10,4,2
OG0005883,NA,NA,NA,NA,relaxed,NA,NA,NA,UPF2,3,3
OG0005886,NA,NA,NA,NA,NA,NA,NA,eyeloss,STRA6,4,2
OG0005897,NA,NA,NA,NA,NA,NA,NA,eyeloss,DUSP11,4,2
OG0005917,NA,NA,NA,NA,relaxed,NA,NA,NA,TTLL5,3,3
OG0005923,NA,NA,NA,NA,NA,NA,pigmentation,NA,MSH2,4,2
OG0005930,NA,NA,NA,NA,NA,NA,pigmentation,NA,PPP4C,4,2
OG0005937,NA,NA,NA,NA,NA,NA,pigmentation,NA,BRIP1,4,2
OG0005943,NA,NA,NA,NA,NA,NA,pigmentation,NA,GPR161,4,2
OG0005949,NA,NA,NA,NA,NA,NA,pigmentation,NA,SFRP4,4,2
OG0005959,NA,NA,NA,NA,relaxed,NA,NA,NA,FOXJ1,3,3
OG0005978,NA,NA,NA,NA,NA,NA,NA,eyeloss,FRMD6,4,2
OG0005996,NA,NA,NA,NA,NA,NA,NA,eyeloss,ADSL,4,2
OG0006000,NA,NA,NA,NA,NA,NA,pigmentation,NA,GDPD3,4,2
OG0006001,NA,NA,NA,NA,relaxed,NA,NA,NA,GLYR1,3,3
OG0006015,NA,NA,NA,NA,relaxed,NA,NA,NA,PECR,3,3
OG0006029,NA,NA,NA,expanded,NA,NA,NA,NA,GPBAR1,3,3
OG0006064,NA,NA,NA,NA,NA,NA,pigmentation,eyeloss,MYSM1,4,2
OG0006066,NA,NA,NA,NA,relaxed,NA,NA,NA,CRNKL1,3,3
OG0006067,NA,NA,NA,NA,relaxed,NA,NA,NA,PLG,3,3
OG0006073,NA,NA,NA,NA,NA,NA,pigmentation,NA,RPS6,4,2
OG0006075,NA,NA,NA,NA,relaxed,NA,NA,NA,ARHGAP19,3,3
OG0006088,NA,NA,NA,NA,relaxed,NA,NA,NA,CEP350,3,3
OG0006098,NA,NA,NA,NA,relaxed,NA,NA,NA,NYAP1,3,3
OG0006114,NA,NA,NA,NA,relaxed,NA,NA,NA,DMRT1,3,3
OG0006115,NA,NA,NA,NA,NA,NA,pigmentation,NA,MEF2C,4,2
OG0006127,NA,NA,NA,NA,NA,NA,pigmentation,NA,ARL6,4,2
OG0006138,NA,NA,NA,NA,relaxed,NA,NA,NA,DPY19L2,3,3
OG0006145,NA,NA,NA,NA,relaxed,NA,NA,NA,URB1,3,3
OG0006190,NA,NA,NA,NA,NA,NA,NA,eyeloss,CBX2,4,2
OG0006193,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,KIF3A,3,3
OG0006200,NA,NA,NA,NA,relaxed,NA,NA,NA,LIPC,3,3
OG0006202,NA,NA,NA,NA,NA,NA,pigmentation,NA,IER3IP1,4,2
OG0006209,NA,NA,NA,expanded,NA,NA,NA,NA,MYO18B,3,3
OG0006225,NA,NA,NA,NA,relaxed,NA,NA,NA,SOX6,3,3
OG0006227,NA,NA,NA,NA,relaxed,NA,NA,NA,STRC,3,3
OG0006234,NA,NA,NA,NA,relaxed,NA,NA,NA,NKPD1,3,3
OG0006242,NA,NA,NA,NA,relaxed,NA,NA,NA,STARD9,3,3
OG0006246,NA,NA,NA,NA,NA,NA,NA,eyeloss,VAX1,4,2
OG0006247,NA,NA,NA,NA,NA,NA,NA,eyeloss,KIF11,4,2
OG0006253,NA,NA,NA,NA,relaxed,NA,NA,NA,DNAI2,3,3
OG0006257,NA,NA,NA,NA,NA,NA,NA,eyeloss,BMS1,4,2
OG0006267,NA,NA,NA,NA,relaxed,NA,NA,NA,KMT2A,3,3
OG0006274,NA,NA,NA,NA,relaxed,NA,NA,NA,RNF17,3,3
OG0006280,NA,NA,NA,NA,relaxed,NA,NA,NA,RIF1,3,3
OG0006288,NA,NA,NA,NA,NA,NA,pigmentation,NA,SF3B1,4,2
OG0006297,NA,NA,NA,NA,relaxed,NA,NA,NA,CEP192,3,3
OG0006299,NA,NA,NA,NA,relaxed,NA,NA,NA,BCAN,3,3
OG0006305,NA,NA,NA,NA,NA,NA,pigmentation,NA,PPARGC1A,4,2
OG0006320,NA,NA,NA,NA,relaxed,NA,NA,NA,NR3C2,3,3
OG0006329,NA,NA,NA,expanded,NA,NA,NA,NA,TANGO6,3,3
OG0006340,NA,NA,NA,NA,NA,NA,pigmentation,NA,WIPI1,4,2
OG0006342,NA,NA,NA,NA,relaxed,NA,NA,NA,SDE2,3,3
OG0006344,NA,NA,NA,NA,NA,NA,pigmentation,NA,SHOC2,4,2
OG0006345,NA,NA,NA,NA,NA,NA,NA,eyeloss,BCOR,4,2
OG0006347,NA,NA,NA,NA,relaxed,NA,NA,NA,NA,3,3
OG0006350,NA,NA,NA,NA,NA,NA,NA,eyeloss,DAG1,4,2
OG0006371,NA,NA,NA,NA,NA,NA,pigmentation,NA,USP13,4,2
OG0006377,NA,NA,NA,expanded,NA,NA,NA,NA,ZCCHC12,3,3
OG0006404,NA,NA,NA,NA,relaxed,NA,NA,NA,EP400,3,3
OG0006405,NA,NA,NA,NA,relaxed,NA,NA,NA,ACOT7,3,3
OG0006414,NA,NA,NA,NA,relaxed,NA,NA,NA,BTBD7,3,3
OG0006415,NA,NA,NA,NA,relaxed,NA,NA,NA,CGRRF1,3,3
OG0006423,NA,NA,NA,NA,relaxed,NA,NA,NA,UFSP2,3,3
OG0006426,NA,NA,NA,NA,NA,NA,pigmentation,NA,LEP,4,2
OG0006427,NA,NA,NA,NA,relaxed,NA,NA,NA,SERPINI1,3,3
OG0006431,NA,NA,NA,NA,relaxed,NA,NA,NA,PRR16,3,3
OG0006432,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,FANCC,3,3
OG0006433,NA,NA,NA,NA,relaxed,NA,NA,NA,CSDE1,3,3
OG0006436,NA,NA,NA,NA,relaxed,NA,NA,NA,MRPS36,3,3
OG0006437,NA,NA,NA,NA,NA,NA,NA,eyeloss,HDAC6,4,2
OG0006439,NA,NA,NA,NA,NA,NA,pigmentation,NA,TP53,4,2
OG0006441,NA,NA,NA,NA,relaxed,NA,NA,NA,HSPA5,3,3
OG0006449,NA,NA,NA,NA,relaxed,NA,NA,NA,MAPKAP1,3,3
OG0006454,NA,NA,NA,NA,relaxed,NA,NA,NA,RFX5,3,3
OG0006458,NA,NA,NA,NA,NA,NA,pigmentation,NA,TFPI2,4,2
OG0006461,NA,NA,NA,NA,NA,NA,pigmentation,NA,GPER1,4,2
OG0006469,NA,NA,NA,NA,relaxed,NA,pigmentation,NA,EPG5,3,3
OG0006474,NA,NA,NA,NA,relaxed,NA,NA,NA,SNAPC4,3,3
