gene_symbol,OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contracted,count_sel,count_rel,condition,TargetSpecies_Count,Reference_Count
RPS6KL1,OG0009104,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
S1PR5,OG0007246,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SASH1,OG0005628,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SCAF8,OG0010585,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SCG2,OG0007168,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SCYL3,OG0009362,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SEL1L3,OG0004636,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SHOC2,OG0005420,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SIAE,OG0006034,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SIM2,OG0005931,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SIPA1L3,OG0011031,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SIRT6,OG0010526,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SLC25A32,OG0004738,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SLC35A5,OG0010814,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SLC35B1,OG0008863,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SLC37A3,OG0011765,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SMCR8,OG0004384,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SNX4,OG0007806,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SOX13,OG0007408,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SOX30,OG0011889,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SPATA4,OG0009908,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SPC25,OG0006382,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SPECC1,OG0007132,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SRFBP1,OG0008378,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ST6GAL1,OG0003808,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
STOML1,OG0011836,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SUCO,OG0003692,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SVOPL,OG0010134,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
SYNJ2,OG0012379,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TBC1D5,OG0009268,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TDP1,OG0008701,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TECPR1,OG0006664,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TERF2,OG0004761,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TESC,OG0006250,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TFB2M,OG0008130,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TGFB3,OG0006278,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TGFBR2,OG0005282,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TM7SF3,OG0004687,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TMEM136,OG0003537,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TMEM245,OG0006198,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TMEM53,OG0008610,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TMTC3,OG0010637,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TNNI3K,OG0007418,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TP53,OG0006153,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TP73,OG0012124,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TRMT1L,OG0009342,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TSG101,OG0009466,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TSHZ2,OG0008668,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TSNAXIP1,OG0009778,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TTI1,OG0007963,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TXNDC16,OG0006114,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
TXNL4B,OG0006925,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
UBXN2A,OG0010834,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
UQCC1,OG0008685,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
USP32,OG0006576,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
VIPAS39,OG0011072,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
VPS13D,OG0007776,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
WASF2,OG0007984,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
WDR34,OG0010363,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
WDR83,OG0006534,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
WRAP53,OG0006959,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
WWC3,OG0006643,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
XKR4,OG0005757,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
XRN1,OG0008044,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ZBTB38,OG0003415,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ZBTB5,OG0011527,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ZDHHC9,OG0010145,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ZFAT,OG0005089,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ZFPM2,OG0009363,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ZHX3,OG0008572,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ZMAT3,OG0005205,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ZNF618,OG0007978,NA,NA,NA,NA,relaxed,NA,0,1,long-lived,1,1
ATAT1,OG0007684,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
C9orf3,OG0004244,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
HSPB11,OG0009956,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
LRRC71,OG0009870,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
MAN2C1,OG0011441,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
MLX,OG0006125,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
MPHOSPH8,OG0007419,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
NME6,OG0011603,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
PCGF1,OG0008792,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
SLCO4A1,OG0011369,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
SPIDR,OG0010425,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
STX16,OG0006700,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
SUMF2,OG0011272,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
TP53I13,OG0011800,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
TSPAN32,OG0010923,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
TULP4,OG0004815,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
WDR27,OG0004507,absrel_selected,intensified,paml_selected,NA,NA,NA,3,0,NA,0,0
AATF,OG0006633,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ABHD11,OG0006242,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ACSF2,OG0004183,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ACSF3,OG0004622,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ADCYAP1,OG0008895,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
AFAP1L2,OG0011418,absrel_selected,NA,paml_selected,NA,NA,NA,2,0,NA,0,0
AFTPH,OG0004006,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
AHCTF1,OG0004951,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
AI413582,OG0007511,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
AIRE,OG0009717,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
AKAP1,OG0007740,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ALG12,OG0010573,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ALG3,OG0008977,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ALG9,OG0009835,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ALPK1,OG0010962,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ANKMY1,OG0010910,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ANKS3,OG0007319,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
APBB1IP,OG0005833,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
AQP12B,OG0010760,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ASXL2,OG0004608,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ATG4B,OG0010410,absrel_selected,NA,paml_selected,NA,relaxed,NA,2,1,NA,0,0
ATP6V0B,OG0006182,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ATR,OG0010721,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ATRAID,OG0011024,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
BCO1,OG0007194,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
BDH2,OG0010406,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
BLVRB,OG0007228,absrel_selected,NA,paml_selected,NA,NA,NA,2,0,NA,0,0
BOP1,OG0009058,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
BRICD5,OG0011718,absrel_selected,NA,paml_selected,NA,NA,NA,2,0,NA,0,0
BSDC1,OG0010391,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C10orf105,OG0009668,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C11orf70,OG0011760,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C12orf43,OG0009146,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C14orf105,OG0012172,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C15orf65,OG0012607,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C16orf52,OG0004681,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C16orf70,OG0007844,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C18orf25,OG0006416,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C19orf10,OG0005106,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C19orf44,OG0007609,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C19orf57,OG0012358,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C1orf146,OG0011517,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C2orf61,OG0010978,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C3orf17,OG0007501,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C4orf27,OG0007210,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C4orf29,OG0011079,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C5orf42,OG0003924,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C5orf63,OG0006848,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C7orf50,OG0011802,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
C8orf48,OG0009954,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CAPZB,OG0006835,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CASP6,OG0003696,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CASP9,OG0007915,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CBFB,OG0008446,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC11,OG0011767,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC13,OG0009925,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC135,OG0007065,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC136,OG0005866,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC148,OG0011208,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC149,OG0006474,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC15,OG0010324,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC153,OG0011029,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC36,OG0008146,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC39,OG0009321,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC58,OG0008829,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC62,OG0011414,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC68,OG0011713,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC69,OG0009385,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC78,OG0011032,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCDC79,OG0008083,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CCNE1,OG0007468,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CD2,OG0003122,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CD5,OG0012371,absrel_selected,NA,paml_selected,NA,NA,NA,2,0,NA,0,0
CDC20B,OG0012664,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CDC6,OG0005236,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CDK10,OG0010706,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CDK20,OG0006069,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CDKL2,OG0008158,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CEP104,OG0011387,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CEP78,OG0004303,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CEP95,OG0007926,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CFAP99,OG0005879,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CHERP,OG0008071,absrel_selected,NA,paml_selected,NA,relaxed,NA,2,1,NA,0,0
CHFR,OG0006645,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CLN6,OG0006358,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CLNK,OG0009919,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CNTLN,OG0003953,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
COIL,OG0006169,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
COL6A2,OG0003971,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
COL9A3,OG0006903,absrel_selected,NA,paml_selected,NA,relaxed,NA,2,1,NA,0,0
CREG1,OG0008939,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CROT,OG0007375,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CTSB,OG0006361,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CTSC,OG0008356,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CUL1,OG0003873,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CWC22,OG0007829,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CWH43,OG0012496,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CXXC4,OG0011198,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
CYP20A1,OG0007542,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DBF4,OG0005123,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DBR1,OG0008930,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DDB2,OG0009882,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DDX20,OG0010056,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DDX55,OG0008269,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DEF8,OG0007702,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DHRS11,OG0004333,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DHRS13,OG0004032,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DKK4,OG0012613,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DLST,OG0005473,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DNAJC1,OG0010615,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
DNAJC17,OG0006056,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
EBNA1BP2,OG0006325,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
EFCAB14,OG0009225,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
EFCAB2,OG0008649,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
EFR3A,OG0008750,absrel_selected,NA,paml_selected,NA,relaxed,NA,2,1,NA,0,0
ELP6,OG0007154,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ENOPH1,OG0004202,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
EPB41L4B,OG0010194,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ERICH1,OG0011681,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
ETFA,OG0007608,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
EVI2B,OG0012524,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
F11R,OG0003876,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FADD,OG0008373,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FAM114A1,OG0007554,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FAM178A,OG0004618,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FAM185A,OG0010505,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FAM214B,OG0007986,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FAM227A,OG0011629,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FAM35A,OG0008978,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FAM73B,OG0011841,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FANCF,OG0011277,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FCER1G,OG0008097,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FRA10AC1,OG0009890,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FRMPD4,OG0005605,absrel_selected,NA,paml_selected,NA,relaxed,NA,2,1,NA,0,0
FUBP3,OG0009450,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
FYB,OG0004493,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GADD45GIP1,OG0006779,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GAL3ST4,OG0012305,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GALM,OG0006081,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GALNS,OG0009053,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GAS8,OG0006213,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GCFC2,OG0009371,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GDA,OG0009364,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GPAA1,OG0010204,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GPR157,OG0010540,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GRPR,OG0008005,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
GUCY2C,OG0003549,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
HAAO,OG0009929,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
HGS,OG0011437,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
HHAT,OG0010275,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
HIRIP3,OG0005918,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
HMCES,OG0005339,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
HMMR,OG0005571,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
HNRNPLL,OG0006346,absrel_selected,NA,paml_selected,NA,relaxed,NA,2,1,NA,0,0
IFI35,OG0008658,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IFT88,OG0009920,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IGBP1,OG0004344,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IL15RA,OG0011912,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IL20RA,OG0009817,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IL22RA1,OG0012300,absrel_selected,NA,paml_selected,NA,NA,NA,2,0,NA,0,0
IL22RA2,OG0006370,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IL6R,OG0012002,absrel_selected,NA,paml_selected,NA,NA,NA,2,0,NA,0,0
IMMP1L,OG0007103,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
INCA1,OG0012530,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IQCG,OG0011110,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IRF3,OG0008266,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
IVD,OG0008764,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
JARID2,OG0004837,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KATNAL2,OG0011288,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KCTD18,OG0011065,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KIAA1143,OG0007071,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KIAA1328,OG0008903,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KIAA1377,OG0006938,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KIAA1407,OG0006044,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KIAA1614,OG0004232,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KIAA1751,OG0004771,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KIZ,OG0005139,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KNDC1,OG0004840,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
KNSTRN,OG0008403,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
L3HYPDH,OG0011119,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LAMTOR3,OG0007263,absrel_selected,NA,paml_selected,NA,relaxed,NA,2,1,NA,0,0
LAYN,OG0006727,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LDLRAD1,OG0008321,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LIG3,OG0009407,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LIMCH1,OG0004639,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LMO7,OG0003973,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LRRC25,OG0005748,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LRRC43,OG0011156,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LRRC48,OG0006040,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LRRIQ1,OG0008169,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
LYRM7,OG0005816,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MAL2,OG0008924,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MAN2B1,OG0005295,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MANSC1,OG0009644,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MAP1A,OG0004965,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MAPK15,OG0011216,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MARCO,OG0004483,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MDC1,OG0007964,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MDM1,OG0004351,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MED29,OG0008463,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MEF2B,OG0010881,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MESDC2,OG0005218,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
METTL15,OG0007603,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MFAP4,OG0002383,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MIPOL1,OG0010251,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MIS18A,OG0006155,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MITD1,OG0008460,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MLPH,OG0003784,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MPDU1,OG0004833,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MPV17,OG0010918,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MRPL18,OG0005919,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MRPL38,OG0010805,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MRPS15,OG0006057,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MRPS9,OG0011223,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MST1R,OG0005588,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MTFMT,OG0008435,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
MTPN,OG0009993,NA,intensified,paml_selected,NA,NA,NA,2,0,NA,0,0
