OG	gene_symbol
OG0007990	SNTB2
OG0007991	COLEC12
OG0007992	MYCBP2
OG0007993	STMN4
OG0007994	C11orf96
OG0007995	MED19
OG0007996	LYRM2
OG0007997	ELOVL4
OG0007998	C18orf32
OG0007999	SPRY4
OG0008000	CRIPT
OG0008001	DAG1
OG0008002	COPB2
OG0008003	CLDN18
OG0008004	C2orf40
OG0008005	GRPR
OG0008006	PIGP
OG0008007	HTR1F
OG0008008	NIT2
OG0008009	KLHL38
OG0008010	SLC7A13
OG0008011	NDUFA2
OG0008012	PIFO
OG0008013	ARL1
OG0008014	FGF23
OG0008015	SHROOM3
OG0008016	GLRX5
OG0008017	IGFBP1
OG0008018	B4GALNT2
OG0008019	C12orf49
OG0008020	CLMP
OG0008021	FAM102B
OG0008022	PRPF38B
OG0008023	CCDC106
OG0008024	PDX1
OG0008025	BAMBI
OG0008026	DNAJC9
OG0008027	KCTD9
OG0008028	TMED6
OG0008029	MRPL20
OG0008030	HNF1B
OG0008031	LAMTOR1
OG0008032	C1QTNF5
OG0008033	FAM103A1
OG0008034	NDUFA1
OG0008035	ATPAF2
OG0008036	HSF5
OG0008037	CYP24A1
OG0008038	TMEM240
OG0008039	MED22
OG0008040	MRPL33
OG0008041	SMIM4
OG0008042	SHISA5
OG0008043	API5
OG0008044	XRN1
OG0008045	GPR148
OG0008046	BTLA
OG0008047	RALGAPA2
OG0008048	CFTR
OG0008049	TOMM7
OG0008050	BAG1
OG0008051	TBX21
OG0008052	CCNB1IP1
OG0008053	SFTPA1
OG0008054	RBM27
OG0008055	NIPBL
OG0008056	IER2
OG0008057	SRRM2
OG0008058	TMEM150B
OG0008059	FAM149B1
OG0008060	CNR1
OG0008061	MEIG1
OG0008062	CD40LG
OG0008063	SLTM
OG0008064	SMIM12
OG0008065	NHSL2
OG0008066	WDR75
OG0008067	PRR11
OG0008068	SF3B5
OG0008069	ZNF574
OG0008070	DPM2
OG0008071	CHERP
OG0008072	LRRC38
OG0008073	PTRH1
OG0008074	CEBPZOS
OG0008075	LCLAT1
OG0008076	ADNP2
OG0008077	FAM163A
OG0008078	NFYA
OG0008079	PKDREJ
OG0008080	RBM44
OG0008081	C19orf68
OG0008082	IL22
OG0008083	CCDC79
OG0008084	DEFB4B
OG0008085	Mar-07
OG0008086	NEK10
OG0008087	FGF5
OG0008088	OPHN1
OG0008089	MRPS21
OG0008090	KLK1
OG0008091	PVRL4
OG0008092	STX5
OG0008093	GPR128
OG0008094	ZNF337
OG0008095	GDF15
OG0008096	UQCR11
OG0008097	FCER1G
OG0008098	-
OG0008099	PKHD1
OG0008100	S100A16
OG0008101	YWHAE
OG0008102	Nxpe5
OG0008103	OR2AK2
OG0008104	OR51J1
OG0008105	-
OG0008107	-
OG0008109	-
OG0008110	KIAA1586
OG0008111	-
OG0008112	-
OG0008113	LIPT1
OG0008114	KBTBD3
OG0008115	NDUFB10
OG0008116	NDUFB7
OG0008117	LRRC57
OG0008118	ANKAR
OG0008119	TTPA
OG0008120	SLC23A3
OG0008121	WDR4
OG0008122	TRANK1
OG0008123	PATL2
OG0008124	COX20
OG0008125	CNTFR
OG0008126	PSMB4
OG0008127	ADGB
OG0008128	KMO
OG0008129	RDH14
OG0008130	TFB2M
OG0008131	GPHB5
OG0008132	CFAP221
OG0008133	CCDC175
OG0008134	-
OG0008135	TTC34
OG0008136	ANKEF1
OG0008137	CCNO
OG0008138	BCKDHB
OG0008139	BCL3
OG0008140	TCTE1
OG0008141	DOK2
OG0008142	CYP2R1
OG0008143	TMEM170B
OG0008144	ACP1
OG0008145	PSMG4
OG0008146	CCDC36
OG0008147	KIAA0020
OG0008148	MAP2K7
OG0008149	ENO4
OG0008150	KHK
OG0008151	UTP11L
OG0008152	C8orf74
OG0008153	FBXO10
OG0008154	NKX3-1
OG0008155	GP1BA
OG0008156	COLEC10
OG0008157	CLRN2
OG0008158	CDKL2
OG0008159	PSENEN
OG0008160	DCAF13
OG0008161	BMP15
OG0008162	CYTIP
OG0008163	C14orf169
OG0008164	NLRC3
OG0008165	EXOSC9
OG0008166	ECI1
OG0008167	BLOC1S1
OG0008168	EFCAB10
OG0008169	LRRIQ1
OG0008170	ZCWPW1
OG0008171	LRRC23
OG0008172	MFAP5
OG0008173	ZMYND19
OG0008174	SLC10A4
OG0008175	ADPRHL2
OG0008176	CHAT
OG0008177	TEN1
OG0008178	PTCD1
OG0008179	B3GALT4
OG0008180	NSMCE2
OG0008181	LRRC6
OG0008182	C9
OG0008183	CDYL2
OG0008184	RPP38
OG0008185	PLA2G12B
OG0008186	RAG1
OG0008187	MTERFD1
OG0008188	NUDT2
OG0008189	MAB21L3
OG0008190	SLC13A4
OG0008191	ANKRD16
OG0008192	HSDL1
OG0008193	NDP
OG0008194	BAALC
OG0008195	TMEM98
OG0008196	SF3B4
OG0008197	ZWINT
OG0008198	MAZ
OG0008199	RABGGTB
OG0008200	PSMC4
OG0008201	C1orf123
OG0008202	SPC24
OG0008203	TP53RK
OG0008204	A1CF
OG0008205	MRPS27
OG0008206	NUDC
OG0008207	IFT57
OG0008208	AGTR2
OG0008209	SMAD7
OG0008210	LEKR1
OG0008211	MFSD7
OG0008212	ITGAE
OG0008213	VSTM5
OG0008214	MDH1B
OG0008215	C8orf82
OG0008216	C5orf49
OG0008217	CATIP
OG0008218	EPM2A
OG0008219	TADA2B
OG0008220	ACMSD
OG0008221	LRRC10
OG0008222	RBM34
OG0008223	DARS2
OG0008224	GLTSCR2
OG0008225	PES1
OG0008226	G0S2
OG0008227	QTRT1
OG0008228	TPRKB
OG0008229	TMEM203
OG0008230	NOS2
OG0008231	RCL1
OG0008232	PEPD
OG0008233	LSM10
OG0008234	MSANTD1
OG0008235	NMB
OG0008236	PPAPDC2
OG0008237	THUMPD2
OG0008238	UROC1
OG0008239	RHNO1
OG0008240	RAE1
OG0008241	RET
OG0008242	CCDC77
OG0008243	MED20
OG0008244	C15orf61
OG0008245	CCDC181
OG0008246	GGPS1
OG0008247	SDR39U1
OG0008248	TBCCD1
OG0008249	STK19
OG0008250	DNAJB13
OG0008251	KLHL14
OG0008252	ARHGEF33
OG0008253	METTL4
OG0008254	C9orf64
OG0008255	COPE
OG0008256	HTR2B
OG0008257	POLE2
OG0008258	PDDC1
OG0008259	EXOSC1
OG0008260	C20orf24
OG0008261	KLHL36
OG0008262	GLDC
OG0008263	ORAOV1
OG0008264	CD247
OG0008265	NDUFA6
OG0008266	IRF3
OG0008267	AP4S1
OG0008268	IER5
OG0008269	DDX55
OG0008270	EFCAB11
OG0008271	IQCD
OG0008272	RSPH3
OG0008273	PAQR4
OG0008274	N6AMT2
OG0008275	ISY1
OG0008276	CCS
OG0008277	C15orf57
OG0008278	THOC1
OG0008279	THAP1
OG0008280	NKX2-2
OG0008281	MAP3K12
OG0008282	FAM217B
OG0008283	PGAM5
OG0008284	PENK
OG0008285	SPAG16
OG0008286	VTA1
OG0008287	PLBD1
OG0008288	FIGNL1
OG0008289	NDUFB5
OG0008290	TEKT4
OG0008291	EIF1AD
OG0008292	KCNQ3
OG0008293	BLMH
OG0008294	PNKP
OG0008295	PLAC9
OG0008296	OIT3
OG0008297	IRAK1
OG0008298	ROGDI
OG0008299	NOSIP
OG0008300	CCDC33
OG0008301	C12orf29
OG0008302	SDR42E2
OG0008303	LHPP
OG0008304	POP7
OG0008305	SDHD
OG0008306	COX15
OG0008307	ACOT7
OG0008308	PINX1
OG0008309	FGB
OG0008310	MLF1
OG0008311	SURF6
OG0008312	CALB1
OG0008313	CCDC105
OG0008314	EDAR
OG0008315	TBL2
OG0008316	ZFYVE26
OG0008317	EXOSC3
OG0008318	THAP11
OG0008319	SERPINF1
OG0008320	ZBTB34
OG0008321	LDLRAD1
OG0008322	PSMD14
OG0008323	THADA
OG0008324	SCX
OG0008325	RELL1
OG0008326	FITM1
OG0008327	BBS7
OG0008328	DTWD2
OG0008329	UFSP2
OG0008330	CENPM
OG0008331	ATP5D
OG0008332	C1orf112
OG0008333	RBFA
OG0008334	TYW5
OG0008335	ACADS
OG0008336	SH3BP2
OG0008337	TXN2
OG0008338	VPS52
OG0008339	TBXAS1
OG0008340	ID2
OG0008341	C3orf33
OG0008342	FTO
OG0008343	RRS1
OG0008344	POLR2H
OG0008345	HMX2
OG0008346	PEF1
OG0008347	ELAC1
OG0008348	SUDS3
OG0008349	DECR1
OG0008350	VGLL2
OG0008351	TCF19
OG0008352	EIF2B3
OG0008353	NEK2
OG0008354	M6PR
OG0008355	LIPC
OG0008356	CTSC
OG0008357	PRDM6
OG0008358	RFT1
OG0008359	BRAT1
OG0008360	UNC50
OG0008361	NCF1
OG0008362	ANAPC13
OG0008363	COQ4
OG0008364	NEURL1
OG0008365	UBE2QL1
OG0008366	ARSK
OG0008367	PSMD1
OG0008368	STX11
OG0008369	COL8A2
OG0008370	CFAP44
OG0008371	CA8
OG0008372	SLC3A1
OG0008373	FADD
OG0008374	SNRNP48
OG0008375	MBLAC2
OG0008376	MRPS23
OG0008377	SLCO2A1
OG0008378	SRFBP1
OG0008379	PCNXL2
OG0008380	RSU1
OG0008381	PARP4
OG0008382	THNSL2
OG0008383	CCDC59
OG0008384	ALG8
OG0008385	MTHFSD
OG0008386	KLHL33
OG0008387	BCAS2
OG0008388	SAMD14
OG0008389	ANKRD27
OG0008390	PSMC3
OG0008391	HECA
OG0008392	MTRF1L
OG0008393	ZBTB2
OG0008394	CNIH4
OG0008395	NEGR1
OG0008396	PGBD5
OG0008397	TMEM175
OG0008398	TWISTNB
OG0008399	KCNV1
OG0008400	PRMT9
OG0008401	ARHGAP25
OG0008402	ALAD
OG0008403	KNSTRN
OG0008404	C1orf228
OG0008405	NPHS1
OG0008406	ZNF410
OG0008407	C7orf43
OG0008408	ILK
OG0008409	NEURL2
OG0008410	KCNF1
OG0008411	CCDC81
OG0008412	WDPCP
OG0008413	CTSO
OG0008414	NOC4L
OG0008415	ATXN1L
OG0008416	ARSG
OG0008417	MCM5
OG0008418	RAD54L
OG0008419	PIK3AP1
OG0008420	RNF139
OG0008421	SNRNP25
OG0008422	SRPR
OG0008423	ALDH5A1
OG0008424	DKK2
OG0008425	SLITRK4
OG0008426	LRRC24
OG0008427	MLST8
OG0008428	TMEM104
OG0008429	FKTN
OG0008430	FKBP6
OG0008431	COPS5
OG0008432	MTRF1
OG0008433	ANGPTL3
OG0008434	PPIE
OG0008435	MTFMT
OG0008436	CCT8
OG0008437	TRERF1
OG0008438	MRPL39
OG0008439	DPY19L3
OG0008440	AGGF1
OG0008441	ANAPC2
OG0008442	ZDHHC24
OG0008443	NAIF1
OG0008444	TOP3B
OG0008445	TIMM22
OG0008446	CBFB
OG0008447	BARX2
OG0008448	C8orf33
OG0008449	DRGX
OG0008450	CFAP206
OG0008451	OXNAD1
OG0008452	SF3A3
OG0008453	SLC24A5
OG0008454	ZBTB49
OG0008455	MPPE1
OG0008456	PTRH2
OG0008457	C12orf66
OG0008458	CDK7
OG0008459	METTL11B
OG0008460	MITD1
OG0008461	SUV420H2
OG0008462	PTCD2
OG0008463	MED29
OG0008464	ACOX1
OG0008465	CPA6
OG0008466	KRR1
OG0008467	EIF3M
OG0008468	ALKBH8
OG0008469	LINS
OG0008470	SULT4A1
OG0008471	UBE3D
OG0008472	TMPRSS7
OG0008473	ZDHHC22
OG0008474	FBXO22
OG0008475	C21orf91
OG0008476	RNF166
OG0008477	GTF2E2
OG0008478	TMEM154
OG0008479	SCFD1
OG0008480	MCTP1
OG0008481	SRP19
OG0008482	NCKIPSD
OG0008483	TSNAX
OG0008484	MCM7
OG0008485	MRGBP
OG0008486	CAPG
OG0008487	SNAPC2
OG0008488	POLA2
OG0008489	HAUS1
OG0008490	MPND
OG0008491	FOPNL
OG0008492	LRPAP1
OG0008493	EDARADD
OG0008494	OGG1
OG0008495	MRPS18B
OG0008496	PLA2G15
OG0008497	ADIPOQ
OG0008498	UNG
OG0008499	MYF6
OG0008500	CYB561D1
OG0008501	DUS3L
OG0008502	TSEN54
OG0008503	GTDC1
OG0008504	NCOA5
OG0008505	SAMD7
OG0008506	VIT
OG0008507	AK8
OG0008508	HSPA13
OG0008509	CNP
OG0008510	SNAPIN
OG0008511	PSMA4
OG0008512	DRG2
OG0008513	NUDT8
OG0008514	SDC2
OG0008515	SCRN2
OG0008516	MVD
OG0008517	POLR3H
OG0008518	C11orf73
OG0008519	PAPD4
OG0008520	NHP2
OG0008521	IL23R
OG0008522	GTF3C4
OG0008523	FKBP11
OG0008524	CCDC65
OG0008525	PREB
OG0008526	ACADL
OG0008527	THOC3
OG0008528	DPP3
OG0008529	NAT9
OG0008530	PSMD12
OG0008531	ZBTB7C
OG0008532	NFKBIL1
OG0008533	SPPL3
OG0008534	PYROXD2
OG0008535	WDSUB1
OG0008536	C17orf49
OG0008537	ANKRD49
OG0008538	PIGN
OG0008539	CYB561D2
OG0008540	KAT6A
OG0008541	ATF5
OG0008542	CDKAL1
OG0008543	NCDN
OG0008544	BCKDHA
OG0008545	ARHGEF15
OG0008546	STBD1
OG0008547	ATP5C1
OG0008548	TMEM82
OG0008549	PPID
OG0008550	BAG2
OG0008551	NELFE
OG0008552	TAF10
OG0008553	AP4B1
OG0008554	EPPK1
OG0008555	CEP89
OG0008556	RGMB
OG0008557	PARK7
OG0008558	FBXW5
OG0008559	ATF6B
OG0008560	TXNL1
OG0008561	DDOST
OG0008562	ELF3
OG0008563	CHAC1
OG0008564	PCTP
OG0008565	GPR176
OG0008566	INO80C
OG0008567	FBXL15
OG0008568	WDR3
OG0008569	EPSTI1
OG0008570	VPS36
OG0008571	GPCPD1
OG0008572	ZHX3
OG0008573	NKD1
OG0008574	HLX
OG0008575	PTPRA
OG0008576	NUDCD3
OG0008577	WDR13
OG0008578	FARSB
OG0008579	CRHBP
OG0008580	RGS1
OG0008581	TMEM159
OG0008582	TOP3A
OG0008583	BSND
OG0008584	FDX1L
OG0008585	STX8
OG0008586	DRG1
OG0008587	PLA1A
OG0008588	OCIAD1
OG0008589	CACTIN
OG0008590	C10orf76
OG0008591	TSTD2
OG0008592	CYP26A1
OG0008593	LRP10
OG0008594	STAT6
OG0008595	MPP1
OG0008596	ENKD1
OG0008597	GATAD2B
OG0008598	CXXC5
OG0008599	MRPL44
OG0008600	MYOC
OG0008601	TOMM34
OG0008602	GPR156
OG0008603	CCT5
OG0008604	ELOVL5
OG0008605	BRIX1
OG0008606	DDX27
OG0008607	IRF1
OG0008608	SERPINE2
OG0008609	MYOCD
OG0008610	TMEM53
OG0008611	DHX58
OG0008612	MRPL10
OG0008613	OTUD1
OG0008614	LZTR1
OG0008615	ARMC7
OG0008616	IGHMBP2
OG0008617	CCDC151
OG0008618	CBR4
OG0008619	YARS
OG0008620	BRF2
OG0008621	FDXACB1
OG0008622	AZI2
OG0008623	VPS25
OG0008624	PLAT
OG0008625	TMCO6
OG0008626	TM9SF4
OG0008627	PEX19
OG0008628	ZNHIT6
OG0008629	PDCD7
OG0008630	SMPD4
OG0008631	F2
OG0008632	SCP2
OG0008633	SSSCA1
OG0008634	EEFSEC
OG0008635	TMEM33
OG0008636	HSPA5
OG0008637	C1orf174
OG0008638	AFMID
OG0008639	KIAA1045
OG0008640	RRNAD1
OG0008641	IGSF11
OG0008642	TMEM165
OG0008643	TNKS1BP1
OG0008644	CDK9
OG0008645	NDUFV2
OG0008646	ATG4A
OG0008647	LYPD6B
OG0008648	STX17
OG0008649	EFCAB2
OG0008650	ZMYND10
OG0008651	PIGS
OG0008652	CHST12
OG0008653	NDUFS3
OG0008654	FKRP
OG0008655	TEKT3
OG0008656	EIF2AK3
OG0008657	SNRPA
OG0008658	IFI35
OG0008659	ARRDC4
OG0008660	ZNF512B
OG0008661	TCTA
OG0008662	C7orf49
OG0008663	NAPRT
OG0008664	APC
OG0008665	MESDC1
OG0008666	TM9SF1
OG0008667	R3HCC1L
OG0008668	TSHZ2
OG0008669	RHOBTB3
OG0008670	GPRIN3
OG0008671	TAB1
OG0008672	SLC8B1
OG0008673	CD74
OG0008674	SHF
OG0008675	PRPF18
OG0008676	OBFC1
OG0008677	RIN1
OG0008678	MKKS
OG0008679	RBM19
OG0008680	GSKIP
OG0008681	LEMD2
OG0008682	INTS5
OG0008683	FZD4
OG0008684	ABCE1
OG0008685	UQCC1
OG0008686	TSN
OG0008687	PTPN18
OG0008688	ATP1B4
OG0008689	MPLKIP
OG0008690	NFXL1
OG0008691	IFT22
OG0008692	SWI5
OG0008693	PPOX
OG0008694	TADA1
OG0008695	PRDM12
OG0008696	FGFBP3
OG0008697	TAB2
OG0008698	GFER
OG0008699	CTIF
OG0008700	NR4A1
OG0008701	TDP1
OG0008702	ARHGEF39
OG0008703	PQBP1
OG0008704	FSD2
OG0008705	STYX
OG0008706	TSR1
OG0008707	OXLD1
OG0008708	CCDC137
OG0008709	CDC123
OG0008710	GTF3C3
OG0008711	ZBTB14
OG0008712	GPBP1
OG0008713	ZNF384
OG0008714	ATXN7L3
OG0008715	MEDAG
OG0008716	NHLRC3
OG0008717	MTG2
OG0008718	RNF217
OG0008719	CEP164
OG0008720	SHE
OG0008721	CEP68
OG0008722	C15orf40
OG0008723	COQ3
OG0008724	PTPN3
OG0008725	C5orf22
OG0008726	USP3
OG0008727	P2RX2
OG0008728	HAX1
OG0008729	FBXW4
OG0008730	KDM1B
OG0008731	GMIP
OG0008732	ERGIC3
OG0008733	DICER1
OG0008734	RUFY3
OG0008735	PDSS1
OG0008736	SERAC1
OG0008737	STARD3
OG0008738	QTRTD1
OG0008739	RABEPK
OG0008740	ACADVL
OG0008741	CETN3
OG0008742	KLHL21
OG0008743	SNX21
OG0008744	PUS7L
OG0008745	CEP41
OG0008746	PIGT
OG0008747	UGCG
OG0008748	LENG1
OG0008749	LSM11
OG0008750	EFR3A
OG0008751	RAD54B
OG0008752	SOX6
OG0008753	C14orf1
OG0008754	ROR2
OG0008755	LSG1
OG0008756	DCLRE1B
OG0008757	LRRTM1
OG0008758	E2F7
OG0008759	HLCS
OG0008760	UBR3
OG0008761	VPS8
OG0008762	DYM
OG0008763	DNAJC12
OG0008764	IVD
OG0008765	CSTF1
OG0008766	TOX3
OG0008767	WASF1
OG0008768	PYCRL
OG0008769	PREPL
OG0008770	DRAP1
OG0008771	SF3B2
OG0008772	DFFB
OG0008773	INSC
OG0008774	CHMP7
OG0008775	SEC16A
OG0008776	FNBP4
OG0008777	ATP13A1
OG0008778	ITGA5
OG0008779	CEP85L
OG0008780	PHF1
OG0008781	POMGNT2
OG0008782	EXOSC8
OG0008783	FAM222A
OG0008784	RTN4R
OG0008785	MRPL47
OG0008786	PRDM10
OG0008787	CADM4
OG0008788	GINS3
OG0008789	METTL23
OG0008790	DDX52
OG0008791	USP39
OG0008792	PCGF1
OG0008793	GAPVD1
OG0008794	MCTP2
OG0008795	KIAA0753
OG0008796	EDEM1
OG0008797	PRRT1
OG0008798	HRH2
OG0008799	NAT8L
OG0008800	THSD1
OG0008801	MIDN
OG0008802	MTFR2
OG0008803	METTL16
OG0008804	HOMER3
OG0008805	DGKQ
OG0008806	HADHB
OG0008807	TRDMT1
OG0008808	SMO
OG0008809	ABHD13
OG0008810	DCUN1D3
OG0008811	FAM124A
OG0008812	INTS3
OG0008813	LRRC42
OG0008814	ABCF1
OG0008815	CMTM6
OG0008816	RNF10
OG0008817	NHLRC2
OG0008818	C11orf24
OG0008819	SNAPC3
OG0008820	SQSTM1
OG0008821	PLA2G6
OG0008823	CDADC1
OG0008824	HLTF
OG0008825	ZNF653
OG0008826	GBE1
OG0008827	ITGB8
OG0008828	RNF26
OG0008829	CCDC58
OG0008830	AGK
OG0008831	DARS
OG0008832	SCPEP1
OG0008833	GHITM
OG0008834	RWDD4
OG0008835	ZRANB2
OG0008836	GOLGA3
OG0008837	SURF2
OG0008838	PARP8
OG0008839	MSANTD2
OG0008840	CLSPN
OG0008841	FRZB
OG0008842	MRPS10
OG0008843	DNAI2
OG0008844	RABL3
OG0008845	C10orf90
OG0008846	CCNDBP1
OG0008847	SDHA
OG0008848	SLC46A1
OG0008849	SCG5
OG0008850	RPAP2
OG0008851	SYT12
OG0008852	TTC33
OG0008853	EXOSC10
OG0008854	TMEM194A
OG0008855	ALG2
OG0008856	FOSL2
OG0008857	CDC73
OG0008858	PHF6
OG0008859	GTPBP4
OG0008860	HYOU1
OG0008861	C2orf69
OG0008862	C9orf78
OG0008863	SLC35B1
OG0008864	GALNT5
OG0008865	WDR61
OG0008866	MAP3K7
OG0008867	C17orf75
OG0008868	SYCE2
OG0008869	VSTM2B
OG0008870	HDHD2
OG0008871	DPY30
OG0008872	IFT27
OG0008873	UBXN1
OG0008874	TMEM38A
OG0008875	NGLY1
OG0008876	HEMK1
OG0008877	LMOD1
OG0008878	IK
OG0008879	PIH1D3
OG0008880	FAM212B
OG0008881	DBNDD1
OG0008882	KANSL3
OG0008883	TRMT2A
OG0008884	TBC1D2B
OG0008885	NFATC2IP
OG0008886	LCMT2
OG0008887	ENTPD1
OG0008888	SORBS3
OG0008889	STRADA
OG0008890	SRA1
OG0008891	GFM1
OG0008892	NTPCR
OG0008893	C7orf25
OG0008894	RAD52
OG0008895	ADCYAP1
OG0008896	JKAMP
OG0008897	BUB1
OG0008898	DEPDC1B
OG0008899	PSPH
OG0008900	RTTN
OG0008901	FRRS1L
OG0008902	DACT1
OG0008903	KIAA1328
OG0008904	MCM4
OG0008905	MRPL3
OG0008906	NUPL1
OG0008907	SLITRK6
OG0008908	ZMAT5
OG0008909	TUBD1
OG0008910	ABCF3
OG0008911	YDJC
OG0008912	RAPSN
OG0008913	PDSS2
OG0008914	DAO
OG0008915	CDR2
OG0008916	C5orf34
OG0008917	CCDC107
OG0008918	MED27
OG0008919	BAK1
OG0008920	PTGES2
OG0008921	SLC37A4
OG0008922	ZNF839
OG0008923	ENPP4
OG0008924	MAL2
OG0008925	HIC2
OG0008926	APLP1
OG0008927	DOT1L
OG0008928	FAM69C
OG0008929	MKLN1
OG0008930	DBR1
OG0008931	RERG
OG0008932	FAM189A2
OG0008933	USP14
OG0008934	PLEKHN1
OG0008935	CSRP2BP
OG0008936	TUT1
OG0008937	KIAA2013
OG0008938	TRUB2
OG0008939	CREG1
OG0008940	TTL
OG0008941	XXYLT1
OG0008942	TANGO2
OG0008943	PLXND1
OG0008944	TRIL
OG0008945	CCDC57
OG0008946	RNASEH2A
OG0008947	TTLL7
OG0008948	ROR1
OG0008949	CERKL
OG0008950	HAPLN3
OG0008951	CWF19L2
OG0008952	GATM
OG0008953	VPS37D
OG0008954	DDX1
OG0008955	PPM1E
OG0008956	MTHFR
OG0008957	LRCH1
OG0008958	ZNF319
OG0008959	MINA
OG0008960	HMHA1
OG0008961	DUS2
OG0008962	MMP2
OG0008963	ERCC1
OG0008964	CFAP36
OG0008965	ATIC
OG0008966	TRUB1
OG0008967	NYAP2
OG0008968	SLITRK2
OG0008969	C12orf4
OG0008970	SMYD4
OG0008971	ALG5
OG0008972	CPSF2
OG0008973	WFDC1
OG0008974	RSAD1
OG0008975	RNF214
OG0008976	C3orf18
OG0008977	ALG3
OG0008978	FAM35A
OG0008979	MIER2
OG0008980	LRRC4
OG0008981	METTL10
OG0008982	FOXP1
OG0008983	TMEM35
OG0008984	PLEKHA8
OG0008985	RAVER1
OG0008986	MYOT
OG0008987	PREX2
OG0008988	BEND3
OG0008989	HEATR1
OG0008990	ING3
OG0008991	CDKL5
OG0008992	CDON
OG0008993	FBXL16
OG0008994	LRRC73
OG0008995	SGK3
OG0008996	SEC23IP
OG0008997	SQRDL
OG0008998	NUP35
OG0008999	KIAA0930
OG0009000	ZMPSTE24
OG0009001	CIAO1
OG0009002	HPDL
OG0009003	VPS11
OG0009004	CDCA8
OG0009005	SEMA6A
OG0009006	CREB3L1
OG0009007	BCAS3
OG0009008	LTBP3
OG0009009	KIAA2022
OG0009010	WDR54
OG0009011	KIAA1841
OG0009012	FAM92A1
OG0009013	FANCG
OG0009014	SUPT16H
OG0009015	HOMER2
OG0009016	FBXO33
OG0009017	TMEM231
OG0009018	USB1
OG0009019	LTV1
OG0009020	ERLEC1
OG0009021	TBC1D16
OG0009022	DENND4B
OG0009023	MTRR
OG0009024	PIGF
OG0009025	HECTD1
OG0009026	RAB3GAP2
OG0009027	PCNXL4
OG0009028	GLT8D2
OG0009029	NDUFAF1
OG0009030	WDR1
OG0009031	RNF219
OG0009032	XRN2
OG0009033	IFT81
OG0009034	DNAH10
OG0009035	CRLF3
OG0009036	UXS1
OG0009037	WDFY4
OG0009038	TIMMDC1
OG0009039	FECH
OG0009040	VPS33A
OG0009041	PSMD8
OG0009042	CSE1L
OG0009043	SLC25A43
OG0009044	LRRC7
OG0009045	TMEM204
OG0009046	SLC50A1
OG0009047	PIP5KL1
OG0009048	CALML4
OG0009049	TMED8
OG0009050	ACY1
OG0009051	DET1
OG0009052	KIAA1715
OG0009053	GALNS
OG0009054	GNPTAB
OG0009055	SLC33A1
OG0009056	SESTD1
OG0009057	NAA30
OG0009058	BOP1
OG0009059	ZNF821
OG0009060	SLC30A9
OG0009061	GGCX
OG0009062	OMA1
OG0009063	MUTYH
OG0009064	CEP97
OG0009065	TTC17
OG0009066	DGCR6
OG0009067	CDK5
OG0009068	ANAPC7
OG0009069	SGMS2
OG0009070	EXOC5
OG0009071	ITIH5
OG0009072	GOLM1
OG0009073	BCAN
OG0009074	PPAPDC3
OG0009075	IQCE
OG0009076	DDX46
OG0009077	KMT2E
OG0009078	PANX1
OG0009079	HSCB
OG0009080	BVES
OG0009081	UOX
OG0009082	VWC2
OG0009083	N6AMT1
OG0009084	DENND2C
OG0009085	SPRTN
OG0009086	ARHGAP24
OG0009087	INTS10
OG0009088	DDIT3
OG0009089	GNL3
OG0009090	IKBKG
OG0009091	TNFRSF21
OG0009092	USP1
OG0009093	EFHC2
OG0009094	KANK3
OG0009095	FBXW2
OG0009096	CEP85
OG0009097	LRRC1
OG0009098	NUP43
OG0009099	ZNF148
OG0009100	PRPF8
OG0009101	LAMP5
OG0009102	EVC2
OG0009103	SYT13
OG0009104	RPS6KL1
OG0009105	C6orf136
OG0009106	MTFP1
OG0009107	TMTC1
OG0009108	TRIM23
OG0009109	TGFBI
OG0009110	HPN
OG0009111	TFB1M
OG0009112	MEMO1
OG0009113	BAD
OG0009114	TNFAIP3
OG0009115	KRI1
OG0009116	GK5
OG0009117	NEK3
OG0009118	ILVBL
OG0009119	EFTUD2
OG0009120	RBM20
OG0009121	RGL2
OG0009122	ZFYVE27
OG0009123	MTPAP
OG0009124	CLEC3A
OG0009125	POLR2G
OG0009126	ERBB2IP
OG0009127	HPS1
OG0009128	ABCA4
OG0009129	POU2F3
OG0009130	OS9
OG0009131	INPP4B
OG0009132	SF3A1
OG0009133	MFSD12
OG0009134	SLC35F6
OG0009135	CCM2L
OG0009136	SIN3A
OG0009137	COX11
OG0009138	AQR
OG0009139	FRK
OG0009140	KIAA0907
OG0009141	GPR89B
OG0009142	NGB
OG0009143	RAP1GDS1
OG0009144	MLXIPL
OG0009145	ELMOD3
OG0009146	C12orf43
OG0009147	PRRT3
OG0009148	RECQL5
OG0009149	LRP4
OG0009150	CLPTM1
OG0009151	KREMEN1
OG0009152	CDC5L
OG0009153	HIVEP2
OG0009154	NSUN3
OG0009155	RNFT2
OG0009156	GXYLT2
OG0009157	CCHCR1
OG0009158	POFUT2
OG0009159	MFI2
OG0009160	P4HA3
OG0009161	ENTPD3
OG0009162	CDC7
OG0009163	CALCOCO1
OG0009164	CHGB
OG0009165	BDNF
OG0009166	ANKLE1
OG0009167	AAMP
OG0009168	ZMIZ2
OG0009169	PHOSPHO2
OG0009170	UEVLD
OG0009171	SNF8
OG0009172	STAT3
OG0009173	RAD51D
OG0009174	CFAP97
OG0009175	SEC62
